id,thikr,at
18,"Allahumme Ente Rabbi, la ilahe illa Ente, halakteni ve ene ‘abduke ve, ene ‘ala ahdike ve va’ dike mesteta’tu e’uzu bike min šerri ma sana’tu, ebu’u leke bi ni’metike ‘alejje, ve ebu’u bi zenbi, fagfir li, fe innehu la jagfiru-z-zunube illa Ente - Allahu , Ti si Gospodar moj, nema boga koji istinski zaslužuje da se obožava osim Tebe, stvorio si me i ja sam rob Tvoj, ja sam na tragu zavjeta Tebi datog, i obećanja Tvog u granicama svojim. Tebi se sklanjam pred zlom koje sam počinio, Tebi se vraćam s pomoću blagodati Tvoje prema meni, Tebi priznajem grijehe svoje. Stoga, oprosti mi, jer osim Tebe niko drugi grijehe ne oprašta.",DOVE KOJE SE UČE JUTROM I NOĆU
19,"Allahumme inni asbahtu (navečer: emsejtu) ušhiduke ve ušhidu hamelete aršike ve melaiketeke ve džemi’a halkike enneke entellahu la ilahe illa ente vahdeke la šerike leke ve enne Muhammeden abduke ve resuluke - Allahu, osvanuo sam (navečer: omrknuo sam) , i uzimam za svjedoke Tebe i nosioce Tvoga Arša, i Tvoje meleke i sva Tvoja stvorenja da svjedočim da si Ti Bog i da drugog Boga, osim Tebe, nema i svjedočim da je Muhammed Tvoj rob i Tvoj Poslanik. (4X)",DOVE KOJE SE UČE JUTROM I NOĆU
20,"Allahumme ma asbeha (navečer: ma emsa) bi min-ni’metin ev bi ehadin min halkike fe minke vahdeke la šerike leke fe leke-l-hamdu ve leke-š-šukru - Allahu, sve blagodati koje su kod mene osvanule (navečer: omrknule) ili kod nekog od Tvojih stvorenja su samo od Tebe, Jednog i Jedino ga, Ti nemaš suvlasnika i Tebi pripada i hvala i zahvala.",DOVE KOJE SE UČE JUTROM I NOĆU
21,"Allahumme 'afini fi bedeni, Allahumme 'afini fi sem'i, Allahumme 'afini fi besari, la ilahe illa ente, Allahumme inni euzu bike minel kufri vel fakri, ve euzu bike min azabil kabr, la ilahe illa ente -  Gospodaru podari mi zdravo tijelo, Gospodaru podari mi zdrav sluh, Gospopdaru podari mi zdrav vid, nema Boga osim Tebe, Gospodaru utječem se Tebi od kufra, siromaštva, Gospodaru utječem se tebi od kazne u kaburu, nema Boga osim Tebe. 3X",DOVE KOJE SE UČE JUTROM I NOĆU
22,"Hasbije-l-Lahu la ilahe illa Huve. ‘Alejhi tevekkeltu ve Huve Rabbu-l-’arši-l-’azim - Allah mi je sam dostatan, nema boga koji istinski zaslužuje da se obožava osim Njega. Na Njega se oslanjam, i On je Gospodar Arša višnjeg. (uči se 7 puta jutrom i navečer).",DOVE KOJE SE UČE JUTROM I NOĆU
23,"Allahumme inni es eluke-l-’afve ve-l-’afijete fi-d-dunja ve-l-ahireti. Allahumme inni  es‘eluke-l-’afve ve-l-’afijete fi dini ve dunjaje ve ehli ve mali. Allahumme-stur ‘avrati veamin rev’ati. Allahumme-hfazni min bejni jedejje ve min halfi ve ‘an jemini ve ‘an šimali ve minfevki ve e’uzu bi azametike en ugtale min tahti - Allahu, molim oprost i zaštitu Tvoju na dunjaluku i na ahiretu. Allahu, molim oprost i zaštitu Tvoju u porodici i imovini mojoj. Allahu, pokrij moja sramna djela, a umiri moju bojazan. Allahu, sačuvaj me s moje prednje strane, te od svega što me može zadesiti s leđa, s desne ili lijeve strane i odozgo. Prizivam Tvoju Veličinu da ne budem ščepan odozdo.",DOVE KOJE SE UČE JUTROM I NOĆU
24,"Allahumme Alime-l-gajbi ve-š-šehadeti, Fatire-s-semavati ve-l-erdi, Rabbe kulli šej in ve melikehu: Ešhedu en la ilahe illa Ente, e’uzu bike min šerri nefsi ve min šeri-š-šejtani ve širkihi, ve en akterife ‘ala nefsi suen ev edžurrehu ila muslim - Allahu, Poznavaoče skrivenog i pojavnog (svijeta), Sazdavatelju nebesa i Zemlje, Gospodaru svega i njegov Posjedovatelju: svjedočim da nema boga koji istinski zaslužuje da se obožava osim Tebe, Tebi se sklanjam pred zlom moje duše, i pred zlom šejtana i njegovog širka, te da me sačuvaš od činjenja zla prema sebi ili bilo kom muslimanu.",DOVE KOJE SE UČE JUTROM I NOĆU
25,"Bismi-l-Lahi-l-lezi la jedurru me’ a-smihi šej‘un fi-l-erdi ve la fi-s-sema i ve Huve-s-Semi‘u-l-’Alim - S imenom Allaha; kad se Njegovo ime spomene, nikakvo zlo na Zemlji i na nebesima ne može se počiniti. On sve čuje i zna. (3x).",DOVE KOJE SE UČE JUTROM I NOĆU
26,"Raditu bi-l-Lahi Rabben ve bi-l-islami dinen ve bi Muhammedin salla-l-Lahu alejhi ve selleme nebijjen - Zadovoljan sam da mi je Allah Gospodar, vjera islam, Muhammed, a.s., vjerovjesnik.  (3x)",DOVE KOJE SE UČE JUTROM I NOĆU
27,"Ja Hajju ja Kajjumu bi rahmetike estegisu, aslih li še‘ni kullehu ve la tekilni illa nefsi tarfete ajnin - O Ti Živi, Postojani, molim Te za obilatu milost Tvoju - popravi stanje moje svako i ne prepusti me sebi samom ni jednog trena!",DOVE KOJE SE UČE JUTROM I NOĆU
28,"Asbahna ve asbehal-mulku lillahi Rabbil-alemin. Allahumme inni es 'eluke hajre hazel jevmi fethahu, ve nasrehu, ve nurehu ve bereketehu ve hudahu. Ve euzu bike min šerri ma fihi ve šerri ma ba'dehu/ Osvanuli smo i osvanula je vlast Allaha, Gospodara svjetova. Allahu, molim Te , podari mi dobro u ovom danu, ostvarenje cilja u njemu, pobjedu, svjetlo, bereket i uputu. Utječem Ti se od zla onoga što je u njemu i zla onoga što nakon njega dolazi.

A navečer se uči: Emsejna ve emsel-mulku lillahi Rabbil-alemin. Allahumme inni es 'eluke hajre hazihi-l-lejleti fethaha, ve nasreha, ve nureha ve bereketeha ve hudaha. Ve euzu bike min šerri ma fiha ve šerri ma ba'deha/ Omrknuli smo i omrknula je je vlast Allaha, Gospodara svjetova. Allahu, molim Te , podari mi dobro u ovoj noći, ostvarenje cilja u njoj, pobjedu, svjetlo, bereket i uputu. Utječem Ti se od zla onoga što je u njoj i zla onoga što nakon nje dolazi.",DOVE KOJE SE UČE JUTROM I NOĆU
29,"Asbahna (navečer: emsejna) ‘ala fitreti-l-islami ve ‘ala  kelimeti-l-ihlasi ve ala dini nebijjina Muhammedin, sallallahu `alejhi we sellem ,ve ‘ala milleti ebina Ibrahime hanifen muslimen ve ma kane mine-l-mušrikin - Jutro smo dočekali (navečer: noć smo dočekali) u krilu islama, na principima šehadeta (riječi: la ilahe illellah), u vjeri Vjerovjesnika našeg, Muhammeda, sallallahu `alejhi we sellem, i u vjeri praoca našeg Ibrahima, a.s., iskrenog monoteista, muslimana, koji nije idolopoklonik.",DOVE KOJE SE UČE JUTROM I NOĆU
30,Subhane-l-Lahi ve bi hamdihi (100x) - Neka je slavljen i hvaljen Allah.,DOVE KOJE SE UČE JUTROM I NOĆU
31,"La ilahe ille-l-Lahu vahdehu la šerike lehu, lehu-l-mulku ve lehu-l-hamdu ve Huve ‘ala kulli šej‘in kadir” (10x ili jednom kada je čovjek lijen) - Nema boga koji istinski zaslužuje da se obožava osim Allaha, Jedinoga, Koji druga nema. Njemu pripada vlast nad svačim i sva zahvalnost. On sve može (nad svim ima moć).",DOVE KOJE SE UČE JUTROM I NOĆU
32,"La ilahe ille-l-Lahu vahdehu la šerike lehu, lehu-l-mulku ve lehu-l-hamdu ve Huve ‘ala kulli šej‘in kadir” (100x jutrom) - Nema boga koji istinski zaslužuje da se obožava osim Allaha, Jedinoga, Koji druga nema. Njemu pripada vlast nad svačim i sva zahvalnost. On sve može (nad svim ima moć).",DOVE KOJE SE UČE JUTROM I NOĆU
33,"Subhana-l-Lahi ve bi hamdihi ‘adede halkihi ve rida nefsihi ve zinete Aršihi ve midade kelimatihi” (3x jutrom) - Neka je slavljen i hvaljen Allah u razmjerama brojnosti Njegovih stvorenih bića, u razmjeri zadovoljstva koje je Sam Sebi odredio, težine Njegova prijestolja (ARŠA) i mnoštvene osebujnosti Njegovih riječi.",DOVE KOJE SE UČE JUTROM I NOĆU
34,"Allahumme inni es‘eluke’ ilmen nafi’ an ve rizkan tajjiben ve ’amelen mutekabbelen - Allahu, od Tebe molim korisno znanje, lijepu nafaku i djelo prihvaćeno kod Tebe - uči se nakon selama sabahskog farza. (kada se osvane)",DOVE KOJE SE UČE JUTROM I NOĆU
35,Estagfirullah ve etubu ilejhi - 100x u toku dana- Od Allaha oprost tražim i Njemu se kajem.,DOVE KOJE SE UČE JUTROM I NOĆU
36,E’uzu bi kelimati-l-Lahi-t-tammati min šerri ma haleka (3x navečer) - Pomoću savršenih Allahovih riječi zaštićujem se od svakog zla,DOVE KOJE SE UČE JUTROM I NOĆU
37,"Allahumme salli ve sellim ala nebijjina Muhammed - Allahu, blagoslovi i mir spusti na našeg vjerovjesnika Muhammeda (10x)",DOVE KOJE SE UČE JUTROM I NOĆU
38,"El-hamdu li-l-lahi-llezi kesani haza ve rezakanihi min gajri havlin minni ve la kuvvetin - Hvala Allahu, Koji me je odjenuo ovim (ovom odjećom), i koji me je opskrbio bez moje pomoći i moći.",DOVA PRILIKOM OBLAČENJA ODJEĆE
39,"Allahumme leke-l-hamdu, Ente kesevtenihi. Es eluke min hajrihi vehajri ma suni‘a lehu. Ve e’uzu bike min šerrihi ve šerri ma suni‘a lehu - Allahu moj, Tebi hvala. Ti si me ovim odjenuo. Molim Te za dobro, koje mi ona pruža, i u čijoj je funkciji, a prizivam Te protiv zla njegova i onoga koje iz njega može proisteći.",DOVA PRILIKOM OBLAČENJA NOVE ODJEĆE
40,"Tubli ve juhlifu-l-Lahu te‘ala - Iznosio je, a novom te Allah počastio.",DOVA ZA ONOGA KOJI OBUČE NOVU ODJEĆU
41,"Ilbes džediden ve’iš hamiden ve mut šehiden - Obuci novo, živi dostojanstveno i umri kao šehid!",DOVA ZA ONOGA KOJI OBUČE NOVU ODJEĆU
42,Bismi-l-Lah - U ime Allaha.,ŠTA SE IZGOVARA PRILIKOM ODLAGANJA ODJEĆE
43,"(Bismi-l-Lahi) Allahhumme inni e’uzu bike mine-l-hubsi  ve-l-habaisi - (U ime Allaha) Allahu moj, prizivam Te protiv zla šejtana i šejtanica).",DOVA PRILIKOM ULASKA U TOALET
44,Gufraneke - Za oprost Te molim!,DOVA POSLIJE IZLASKA IZ TOALETA
45,Bismi-l-Lah - U ime Allaha.,DOVA PRIJE POČETKA UZIMANJAABDESTA
46,Ešhedu en la ilahe ille-l-Lahu vahdehu la šerike lehu ve ešhedu enne Muhammeden abdu-hu ve resuluhu - Svjedočim da nema istinskog božanstva osim Allaha i svjedočim da je Muhammed Njegov rob (sluga odani) i Njegov Poslanik.,DOVE NAKON UZIMANJA ABDESTA
47,"Allahumme-dža’lni mine-t-tevvabine ve-džalni mine-l mutetahhirine - Allahu moj, svrstaj me među one koji se kaju i svrstaj me među one koji su uvijek čisti!",DOVE NAKON UZIMANJA ABDESTA
48,"Subhaneke-l-Lahumme ve bi hamdike. Ešhedu en la ilahe illa ente. Estagfiruke ve etubu ilejke -Tebi slava pripada, Allahu moj, i trajna zahvalnost, Svjedočim da niko ne zaslužuje da se obožava mimo Tebe. Od Tebe oprost tražim i samo se Tebi kajem.",DOVE NAKON UZIMANJA ABDESTA
49,"Bismi-l-Lahi, tevekkeltu ‘ale-l-Lahi, ve la havle ve la kuvvete illa bi-l-Lahi - U ime Allaha, u Allaha se pouzdavam, nema pomoći niti moći bez (mimo) Allahove pomoći i moći.",DOVE PRILIKOM IZLASKA IZ STANA / KUĆE /
50,"Allahumme inni euzu bike en edille ev udalle ev ezille ev uzelle ev azlime ev uzleme ev edžhele ev judžhele alejje - Allahu moj, molim Ti se da ne zalutam ili ne budem zaveden, da ne posrnem ili ne budem naveden na grijeh, da ne činim nasilje ili da meni ne bude učinjeno - da ne budem glup ili da se na meni nerazumnost ne ispolji.",DOVE PRILIKOM IZLASKA IZ STANA / KUĆE /
51,Bismi-l-Lahi veledžna ve bismi-l-Lahi haredžna ve ala Rabbina tevekkelna - S Allahovim imenom ulazimo i s Allahovim imenom izlazimo. Na Gospodara našega se oslanjamo. Zatim se poselame prisutni.,DOVA PRILIKOM ULASKA U STAN
52,"Allahumme-dž’al fi kalbi nuren, ve fi lisani nuren, ve fi sem’i nuren, ve fi besari nuren,ve-min fevki nuren ve min tahti nuren, ve an jemini nuren, ve an šimali nuren, ve min emami nuren, ve-min halfi  nuren, vedž'al fi nefsi nuren, ve e'azim li nuren ve azzim li nuren, vedž'al li nuren, vedž'alni nuren, Allahumme ‘a tini nuren, vedž'al fi asabi nuren, ve fi lahmi nuren, ve fi demi nuren, ve fi ša'ri nuren, ve fi bešeri nuren - Allahu moj, podari mi u srce moje svjetlo i u jezik moj svjetlo, osvijetli mi sluh moj i vid moj, podari mi iznad mene i ispod mene svjetlo, i sa moje desne strane i sa moje lijeve strane daj mi svjetlo, daruj mi svjetlo ispred mene i iza mene i  da svjetlo u meni, učini moje svjetlo jakim i uveličaj mi svjetlo, daj mi svjetlo i učini me svjetlom, Allahu moj, svjetlo mi daruj!   Daj svjetlo u mojim nervima, svjetlo u mesu, svjetlo u krvi, svjetlo u kosi i i svjetlo u koži.",DOVA PRILIKOM ODLASKA U DŽAMIJU
53,"Ulazi se desnom nogom i uči dova: E‘uzu bi-l-Lahi-l-azimi ve bi vedžihihi-l-kerimi ve sultanihi-l-kadimi mine-š-šejtani-r-radžim, Bismi-l-Lah, ve-s-salatu ve-s-selamu‘ ala Resuli-l-Lah.” Allahumme-ftahli ebvabe rahmetike - Sklanjam se u okrilje Allaha Velikog, pred Njegovo lice časno, Njegovu vlast pravječnu - pred šejtanom prokletim.  U ime Allaha, i spas i mir Njegovu Poslaniku. Allahu moj, otvori mi vrata milosti Tvoje!",DOVA PRILIKOM ULASKA U DŽAMIJU
54,"Izlazi se lijevom nogom i uči: Bismi-l-Lahi ve-s-salatu ve-s-selamu ‘ala Resuli-l-Lahi, Alla-humme inni es‘eluke min fadlike  Allahumme ‘asimni mine-š-šejtani-r-radžim - U ime Allaha, mir i spas Allahovu Poslaniku; Allahu moj, molim Ti se da me dobrom obaspeš; Allahu moj, zaštiti me od prokletog šejtana.",DOVA PRILIKOM IZLASKA IZ DŽAMIJE
55,"Ponavlja se za mujezinom osim kod riječi: “Dođite na namaz, dođite na spas”, - poslije kojih se uči: “la havle ve la kuvvete illa  bi-l-Lah” - “Nema pomoći niti moći osim (mimo) Allahove (pomoći i moći).”",ŠTA SE IZGOVARA PRILIKOM SLUŠANJA EZANA
56,"- Izgovara se: Ve ene ešhedu en la ilahe ille-l-Lahu vahdehu la šerike lehu ve ešhedu enne Muhammeden ’abduhu ve Resuluhu, Raditu bi-l-Lahi Rabben ve bi Muhammedin Resulen, ve bi-l-islami dinen - I ja svjedočim da niko ne zaslužuje da se obožava mimo Allaha, Jedinog, Koji druga nema, te svjedočim da je Muhammed rob Njegov i Poslanik Njegov. Zadovoljan sam da je moj Gospodar Allah, da je moj poslanik Muhammed, da je moja vjera islam. 
- Ove riječi izgovaraju se nakon što mujezin prouči: Ešhedu en la ilahe illel-Lahu i ešhedu enne Muhammeden Resulul-Lahi.",ŠTA SE IZGOVARA PRILIKOM SLUŠANJA EZANA
57,"Izgovoriti salavat na Poslanika, sallallahu `alejhi we sellem, nakon što se prouči prva dova neposredno poslije ezana.",ŠTA SE IZGOVARA PRILIKOM SLUŠANJA EZANA
58,"Allahumme Rabbe hazihi-d-da veti-t-tammeti  ve-s-salati-l-kaimeti ati Muhammedeni-l-vessilete-l-fadilete ve-b-ashu mekamen mahmudeni-l-lezi ve‘ad tehu. Inneke la tuhlifu-l-mi'ad - Allahu moj, Gospodaru ove cjelovite molbe i namaza koji se upravo uspostavlja, podari Muhammedu veliki stepen u Džennetu i svako dobro, uzdigni ga na uzvišeno mjesto, koje si mu obećao. Ti, doista, ne kršiš obećanje Svoje.",ŠTA SE IZGOVARA PRILIKOM SLUŠANJA EZANA
59,"Za sebe se moli Allahu između ezana i ikameta, jer tada se dova ne odbija.",ŠTA SE IZGOVARA PRILIKOM SLUŠANJA EZANA
60,"Allahumme ba’id bejni ve bejne hatajaje kema baadte bejne-l-mašriki ve-l-magribi.Allahumme nekkini min hatajaje kema junekka-s-sevbu-l-ebjedu mine-d-denisi.
Allahummagsilni min hatajaje bi-s-seldži ve-l-mai ve-l-beredi - Allahu moj, odmakni me od grijeha na razdaljinu kolika je od Istoka do Zapada. Moj Allahu, sačuvaj me od grijeha kao što se čuva bijela odjeća od prljavštine. Gospodaru moj, očisti me od grijeha svim sredstvima (snijegom, kišom i ledom).",DOVE  KOJIM  SE  POČINJE  NAMAZ (poslije izgovora tekbira kojim se stupa u namaz)
61,"Subhaneke-l-Lahumme ve bi hamdike ve tebareke-smuke ve te‘ala džedduke ve la ilahe gajruke - Tebi slava pripada, Allahu moj, i uvijek si hvaljen. Blagoslovljeno je Tvoje Ime, uzvišena je Tvoja veličina i niko ne zaslužuje da se obožava mimo Tebe!",DOVE  KOJIM  SE  POČINJE  NAMAZ (poslije izgovora tekbira kojim se stupa u namaz)
62,"Vedždžehtu vedžhije li-l-lezi fetare-s-semavati  ve-l-erda hanifen ve ma ene mine-l-mušrikine. Inne salati ve nusuki ve mahjaje ve memati li-l-Lahi  Rabbi-l-alemine. La šerike lehu ve bi zalike umirtu ve  ene mine-l-muslimine. Allahumme Ente-l-Meliku, la ilahe illa Ente. Ente Rabbi ve ene ‘abduke. Zalemtu nefsi va‘-tereftu bi zenbi, fa-gfir li zunubi džemi‘an, innehu la jagfiru z-zunube illa Ente. Vehdini li ahsenil-ahlaki la jehdi li ahseniha illa Ente.  Vasrif anni sejji‘eha, la jasrifu anni sejji‘eha illa Ente. Lebbejke ve s‘adejke, ve-l-hajru kulluhu bi jedejke. Ve-š-šerru lejse ilejke, ene bike ve ilejke, tebarekte ve te alejte. Estagfiruke ve etubu ilejke - Upravio sam lice svoje Onome Koji je stvorio nebesa i Zemlju kao potvrdu Svoje istinitosti, i ja nisam neznabožac. Doista, moj namaz i moji obredi, moj život i moja smrt, pripadaju Allahu, Gospodaru svjetova, Koji nema Sebi ravnog. Tako mi je zapovjeđeno i ja sam musliman. Allahu moj, Ti si vladar, niko ne zaslužuje da se obožava mimo Tebe.. Ti si Gospodar moj, a ja sam rob Tvoj. Prema sebi sam nasilje počinio i priznajem grijehe svoje. Zbog toga oprosti mi sve grijehe moje, jer niko osim Tebe ne može grijehe opraštati. Pokaži mi put najljepšeg ahlaka, jer ljepšem niko osim Tebe ne može uputiti. Odstrani od mene loš karakter, jer samo Ti to možeš učiniti. Odazivam Ti se i radujem, Allahu moj, i sva dobra su u Tvojim Rukama. Tebi se zlo ne pripisuje. Ja sam Tvoj sluga i Tebi pripadam. Ti si Slavljeni i Uzvišeni. Tebe samo molim za oprost i Tebi se kajem-",DOVE  KOJIM  SE  POČINJE  NAMAZ (poslije izgovora tekbira kojim se stupa u namaz)
63,"Allahumme Rabbe Džebraile ve Mikaile ve  Israfile, fatire-s-semavati ve-l-erda, alime-l-gajbi ve- š-šeha-deti. Ente tahkumu bejne ibadike fima kanu fihi jahtelifun. Ihdini lima-htulife fihi mine-l-hakki bi iznike. Inneke tehdi men tešau ila siratin mustekim - Allahu moj, Gospodaru Džebraila, i Mikaila i Israfila, Stvaratelju nebesa i Zemlje, Znalče skrivenog i vidljivog  - Ti sudiš među robovima Svojim u pitanjima u kojima se oni razilaze. Razluči mi istinu od neistine, jer samo Ti na Pravi put upućuješ onoga koga Ti hoćeš.",DOVE  KOJIM  SE  POČINJE  NAMAZ (poslije izgovora tekbira kojim se stupa u namaz)
64,"Allahu ekberu kebira, Allahu ekberu kebira, Allahu ekberu kebira, ve-l-hamdu li-l-Lahi kesira, ve-l-hamdu li-l-Lahi kesira, ve-l-hamdu li-l-Lahi kesira, ve subhane-l-Lahi bukreten ve esila. (3X) E‘uzu bi-l-Lahi mine-š-šejtani minnefhihi ve nefsihi ve hemzihi - Doista je Allah najveći, zaista, Allah je najveći i ponovo, doista Allah je najveći. Beskonačna zahvalnost pripada Allahu. Svekolika zahvalnost samo Allahu pripada. Svekolika zahvalnost pripada Allahu. Slavljen neka si, Allahu moj, jutrom i uvečer. (3X) Allaha prizivam protiv šejtana, protiv njegova daha,  i došaptavanja, i njegova navraćanja na zlo.",DOVE  KOJIM  SE  POČINJE  NAMAZ (poslije izgovora tekbira kojim se stupa u namaz)
