id,thikr,at
17,«بار الها! با لطف تو صبح کردیم، و با عنایت تو به شب رسیدیم، و به خواست تو زنده‌ایم، و به خواست تو مى‌میریم، و رستاخیز ما بسوى تو است».,أذکار صبح و شب
18,«الهى! تو پروردگار من هستى، بجز تو معبود دیگرى نیست، تو مرا آفریدى، و من بندۀ تو هستم، و بر پیمان و عده ام با تو بر حسب استطاعت خود، پایبند هستم، و از شر آنچه که انجام داده ام به تو پناه می‌برم، به نعمتى که به من عطا فرموده اى، اعتراف می‌کنم، و به گناهم اقرار می‌نمایم، پس مرا ببخشاى، چرا که بجز تو کسى گناهان را نمی‌بخشاید».,أذکار صبح و شب
19,«الهى! من در این صبحگاه، تو را و حاملان عرش و تمام فرشتگانت و کلیۀ‌ مخلوقات تو را گواه مى‌گیرم بر این که تو الله هستى، بجز تو معبود دیگرى «به حق» وجود ندارد، تو یگانه‌اى و شریکى ندارى، و محمّد صلی الله علیه وسلم بنده و فرستادۀ تو است». [این دعا 4بار خوانده شود].,أذکار صبح و شب
20,«الهى! هر نعمتى که در این صبح، شامل حال من یا یکى از مخلوقات شده، از طرف تو بوده است، تو شریکى ندارى، پس ستایش و شکر از آنِ تو است».,أذکار صبح و شب
21,«بار الها! در بدنم عافیت ده، بار الها! در گوشم عافیت ده، خدایا! در چشمم عافیت ده، بجز تو معبود دیگرى «به حق» وجود ندارد، از کفر به تو پناه می‌برم، از فقر به تو پناه می‌برم، از عذاب قبر به تو پناه می‌برم، بجز تو معبود دیگرى «به حق» وجود ندارد». [این دعا 3بار خوانده شود].,أذکار صبح و شب
22,«الله براى من کافى است، بجز او معبود دیگرى «به حق» نیست، بر او توکل کردم و او پروردگار عرش بزرگ است». [این دعا هفت مرتبه خوانده شود].,أذکار صبح و شب
23,«الهى! عفـو و عافیت دنـیا و آخرت را از تـو مى‌خواهم. بار الها! عفو و عافیت دین، دنیا، خانواده و مالم را از تو مسألت می¬نمایم. بار الها! عیوب مرا بپوشان و ترس مرا به ایمنى مبدّل ساز. الهى! مرا از جلو، پشت سر، سمت راست و چپ و بالاى سرم، محافظت بفرما، و به بزرگى و عظمت تو پناه مى‌برم از اینکه بطور ناگهانى از طرف پایین کشته شوم».,أذکار صبح و شب
24,«بار الها! اى دانندۀ نهان و آشکار، آفریدگار آسمان ها و زمین، پروردگار و مالک هر چیز، من گواهى مى‌دهم که بجز تو، معبود دیگرى نیست، از شرّ نفس و از شرّ شیطان و دام فریبش، و از اینکه خود مرتکب کار بدى شوم و یا به مسلمانى، بدى برسانم، به تو پناه می‌برم».,أذکار صبح و شب
25,«به نام خدایى که با نام وى هیچ چیز در زمین و آسمان، گزندى نمی‌رساند، و او شنوا و دانا است». [سه بار خوانده شود].,أذکار صبح و شب
26,«به ربوبیت الله، و به داشتن دین اسلام، و پیامبرى محمّد صلی الله علیه وسلم راضى و خشنود هستم». [سه بار خوانده شود].,أذکار صبح و شب
27,«اى زنده و پا برجا! بـه وسیلۀ رحمت تـو از تو کمک می‌خواهم، همۀ امورم را اصلاح بفرما، و مرا به اندازۀ یک چشم به هم زدن به حال خود رها مکن».,أذکار صبح و شب
28,«ما و تمام جهانیان، شب را به صبح رسانیدیم براى خدایى که پروردگار جهانیان است. بار الها! من از تو خوبى امروز، یعنى؛ فتح، پیروزى، نور، برکت و هدایتش را مسألت می‌نمایم از بدى آنچه امروز و بعد از آن، پیش می‌آید، به تو پناه می‌برم».,أذکار صبح و شب
29,«ما بر فطرت اسلام، کلمۀ اخلاص، دین پیامبرمان محمّد صلی الله علیه وسلم و آئین پدرمان ابراهیم؛ صبح کردیم، همان ابراهیمى که فقط به سوى حق، تمایل داشت و فرمانبردار خداوند بود، و از مشرکان نبود».,أذکار صبح و شب
30,«پاک و منزّه است خداوند، و من ستایش او را بیان می‌کنم». [صد مرتبه خوانده شود].,أذکار صبح و شب
31,«بجز الله معبود دیگرى «به حق» نیست، او شریکى ندارد، پادشاهى از آنِ اوست، و او بر هر چیز توانا است». [ده بار بخواند و هنگام تنبلى و کسلی و افسردگی، یک بار بخواند].,أذکار صبح و شب
32,«هیچ معبودى به جز الله «به حق» وجود ندارد، یکتاست و شریکى براى او نیست، پادشاهى و حمد از آنِ اوست، و او بر هر چیز تواناست». [هنگام صبح، صدبار بخواند].,أذکار صبح و شب
33,«تسبیح و پاکى الله و ستایش او را به تعداد آفریدگانش و خشنودی¬اش و سنگینى عرشش و جوهر سخنانش، بیان می‌نمایم».[هنگام صبح، سه بار بخواند],أذکار صبح و شب
34,«بار الها! از تو علم سودمند، رزق پاک و عمل مقبول مسألت می‌نمایم». [هنگام صبح آن را بخواند],أذکار صبح و شب
35,«من از الله طلب آمرزش می‌کنم و به سوى او بر می‌گردم». [روزانه صد بار گفته شود],أذکار صبح و شب
36,«أَعُوْذُ بِكَلِمَاتِ اللهِ التَّامَّاتِ مِنْ شَرِّ مَا خَلَقَ». [هنگام شب، سه بار خوانده شود].,أذکار صبح و شب
37,«بار الها! بر پیامبرمان محمّد سلام و درود بفرست».[هنگام صبح، ده بار خوانده شود],أذکار صبح و شب
38,«حمد از آنِ خدایى است که این لباس را به من پوشانید و بدون اینکه من قدرت و توانایى داشته باشم آن را به من عنایت کرد …».,دعای پوشیدن لباس
39,«الهى! ستایش براى تو است، تویى که این لباس را به من پوشاندى، از تو خیر آن را مى‌خواهم، و خیر آنچه را که براى آن ساخته شده است. و به تو از بدى آن و بدى آنچه که براى آن ساخته شده است پناه می‌برم».,دعای پوشیدن لباس جدید
40,«خدا کند این لباس را تا مدتى بپوشید، و کهنه نمائید، و خداوند تعالى به جاى آن، لباس دیگرى به شما بدهد. [یعنى؛ خداوند شما را از عمر طولانى برخوردار نماید]».,دعا برای کسی که لباس نو پوشیده است
41,«لباس جدیدى را بپوشى، و زندگى نیکویى داشته باشى، و با شهادت از این دنیا بروى».,دعا برای کسی که لباس نو پوشیده است
42,«به نام خدا».,دعای هنگان در آوردن لباس
43,«[به نام خدا] الهى! از جن هاى خبیث و پلید، أعم از زن و مرد، به تو پناه مى‌برم».,دعای هنگام داخل شدن به توالت
44,«الهى! از تو آمرزش می‌طلبم».,دعای هنگام خارج شدن از توالت
45,«به نام خدا».,ذکر قبل از وضو
46,«شهادت مى‌دهم که بجز الله، معبودى «به حق» وجود ندارد، یکتاست و شریکى براى او نیست، و شهادت مى‌دهم که محمّد، بنده و فرستادۀ اوست».,ذکر بعد از اتمام وضو
47,«پروردگارا! مرا از توبه کنندگان بگردان و جزو کسانى قرار ده که کاملاً طهارت مى‌کنند و پاکیزه‌اند».,ذکر بعد از اتمام وضو
48,«خداوندا! پاکى تو را بیان مى‌کنم، و تو را ستایش مى‌نمایم، و گواهى می‌دهم که بجز تو، دیگر معبودى «به حق» نیست، از تو طلب مغفرت مى‌کنم، و در حضورت توبه می‌نمایم».,ذکر بعد از اتمام وضو
49,«به نام خدا، بر خدا توکل کردم، و هیچ قدرت و توانائى جز از طرف خدا نیست».,دعا هنگام خارج شدن از منزل
50,«پروردگارا! من به تو پناه مى‌برم از اینکه خودم گمراه شوم، یا بوسیلۀ دیگرى گمراه شوم، و یا اینکه بلغزم، یا لغزیده شوم، یا ستم کنم، یا مورد ستم قرار گیرم، یا دچار جهالت شوم، یا با من به جهالت رفتار شود».,دعا هنگام خارج شدن از منزل
51,«به نام الله داخل شدیم، و بنام الله خارج گشتیم، و بر پروردگارمان توکل نمودیم».,ذکر هنگام داخل شدن به منزل
52,«الهى! در قلب، زبان، گوش و چشم من نور قرار ده، و بالا، و پایین، راست، چپ، مقابل، پشت و درون مرا منوّر گردان، و نور را براى من بیفزاى، و بزرگ گردان، و مرا نورى عطا فرما، و در عصب، گوشت، خون، مو و پوست من نورى قرار ده».,دعای رفتن به مسجد
53,«به خداوند بزرگ و روى گرامى [که لایق جلالش است] و قدرت قدیم و أزلى او پناه مى‌برم از بدى شیطان رانده شده». «به خداوند بزرگ و روى گرامى [که لایق جلالش است] و قدرت قدیم و أزلى او پناه مى‌برم از بدى شیطان رانده شده». «به خداوند بزرگ و روى گرامى [که لایق جلالش است] و قدرت قدیم و أزلى او پناه مى‌برم از بدى شیطان رانده شده».,دعای داخل شدن به مسجد
54,«به خداوند بزرگ و روى گرامى [که لایق جلالش است] و قدرت قدیم و أزلى او پناه مى‌برم از بدى شیطان رانده شده».,دعای خارج شدن از مسجد
55,هر چـه را که مؤذن مى‌گوید، شنونده تکرار کند مگر در: «حَيَّ عَلَى الصَّلاةِ، وَحَيَّ عَلَى الفَلاَحِ»، کـه در جـواب مى‌گوید: «لاَ حَوْلَ وَلاَ قُوَّةَ إلاَّ بِاللهِ»,أذکار أذان
56,نیز شخص گوید:  «و من گواهى مى‌دهم که هیچ معبودى، بجز الله «به حق» وجود ندارد، یکتاست و شریکى ندارد، و محمّد صلی الله علیه وسلم بنده و فرستادۀ اوست، من از اینکه الله، پروردگار و محمّد، پیامبر و اسلام، دین من است، راضى و خشنودم».,أذکار أذان
57,بعد از پایان اجابت مؤذن، بر پیامبر صلی الله علیه وسلم درود فرستاده شود,أذکار أذان
58,[بعد از درود] گفته شود:  «بار الها! اى پروردگارِ این نداى کامل و نماز بر پا شونده، به محمّد ج وسیله «مقامى والا در بهشت» و فضیلت عنایت بفرما، و او را به «مقام شایسته‌اى» که وعده فرموده‌اى نایل بگردان، [همانا تو خُلف وعده نمی‌کنى]»,أذکار أذان
59,- «شخص در بین اذان و اقامه براى خودش دعا کند، چرا که دعا در این هنگام رد نمى‌شود»,أذکار أذان
60,«بار الها! بین من و خطاهاى من، همانند فاصله‌اى که بین مشرق و مغرب انداخته‌اى، فاصله بیانداز، و مرا از خطاهایم پاک ساز، همانند لباس سفیدى که از آلودگى پاک می‌شود. بار الها! خطاهاى مرا با برف و آب و تگرگ بشوى».,دعاهای بعد از تکبیر تحریمه و قبل از فاتحه (دعاهای استفتاح)
61,«بار الها! پاک و منزهى، و حمد از آنِ توست، و نامت با برکت است و قدرت و شکوه تو بسیار بالاست و هیچ معبودى بجز تو «به حق» وجود ندارد».,دعاهای بعد از تکبیر تحریمه و قبل از فاتحه (دعاهای استفتاح)
62,"«من چهره‌ام را به سوى ذاتى متوجه کرده‌ام که آسمان¬ها و زمین را آفرید، در حالى که من از باطل روى گردان شده و به سوى حق آمده‌ام، و از مشرکان نیستم. نماز، عبادت، زندگى و مرگم از آنِ پروردگار جهانیان است که شریکى ندارد، دستور یافته‌ام که چنین کنم، و من از فرمانبرداران می‌باشم. پروردگارا! توئى پادشاه، بجز تو، معبودى «بر حقّ» وجود ندارد. تو پروردگار من هستى و من بندۀ توأم، بر خود ظلم کردم، و به گناهم اعتراف نمودم، همۀ گناهانم را ببخشاى، همانا بجز تو کسى گناهنم را نمى‌آمرزد.
الهى! مرا به نیکوترین اخلاق و خصلت ها، رهنمون فرما، همانا بجز تو کسى نیست که مرا بسوى آنها هدایت کند. الهى! خصلت هاى بد را از من دور بگردان، زیرا بجز تو کسى نیست که آنها را از من دور بگرداند. من در بارگاهت حاضرم، و براى اطاعتت آماده‌ام، هرگونه خیر و نیکى در اختیار توست، بدى را به سوى تو راهى نیست. الهى! من به لطف تو موجودم، و به سوى تو متوجه‌ام، تو بسیار بابرکت و برتر هستـى، از تو آمـرزش مى‌خواهم، و در بارگاهـت توبه مى‌کنم».",دعاهای بعد از تکبیر تحریمه و قبل از فاتحه (دعاهای استفتاح)
63,«الهى! پروردگار جبرائیل و میکائیل و اسرافیل، اى مبدع آسمان ها و زمین، و آگاه از دنیاى پنهان از دیدگان، و مطلّع از جهان عیان، تـو در بین بندگانت در آن چـه که در آن اختـلاف مى‌ورزند، حاکمى، مرا به آنچه که از حقّ در آن اختلاف شده است، با اراده‌ات هدایت کن، چرا که تو هرکس را که بخواهى به راه راست هدایت می‌کنى».,دعاهای بعد از تکبیر تحریمه و قبل از فاتحه (دعاهای استفتاح)
64,«الله، برترین و بزرگترین است، همۀ ستایش¬ها به کثرت مخصوص اوست، من صبح و شام او را تسبیح مى‌گویم) [سه بار خوانده شود.] (به الله پناه مى‌برم از غرور، سحر و وسوسۀ‌ شیطان».,دعاهای بعد از تکبیر تحریمه و قبل از فاتحه (دعاهای استفتاح)
65,«بار الها! حمد از آنِ تو است، تو نور آسمانها و زمین، و آنچه که در ما بین آنهاست، هستى. حمد از آنِ تو است، تو سرپرست آسمانها و زمینى، و آنچه که در بین آنهاست. [و حمد از آنِ تو است، تو پروردگار آسمانها و زمین و آنچه که در بین آنهاست، هستى]. [و حمد از آنِ تو است، تو پادشاه آسمانها و زمین هستى]. [و حمد از آنِ توست] [تو حقّى، وعده، گفتار، لقاء، بهشت، آتش، پیامبران، محمّدج، و روز قیامت حقّ هستند] [پروردگارا! من تسلیم توأم، و بر تو توکل نمودم، و به تو ایمان آوردم، و به سوى تو برگشتم، و بخاطر تو دشمنى ورزیدم، و حاکمیت از آنِ تو است، و گناهانى را که پیش از مرگ فرستاده‌ام و آنچه را که بعد از مرگ، خواهند آمد، و آنچه را که پنهان نموده‌ام، و آنچه را که آشکار ساخته‌ام، ببخشاى، تقدیم و تأخیر بدست تو است، و هیچ معبودى بجز تو «به حق» وجود ندارد]».,دعاهای بعد از تکبیر تحریمه و قبل از فاتحه (دعاهای استفتاح)
66,«پروردگار بزرگم پاک و منزّه است». [سه بار هنگام رکوع].,دعای رکوع
67,«پروردگارا! تو پاک و منزّهى، خدایا تو را ستایش مى‌نمایم، الهى، مرا ببخشاى».,دعای رکوع
68,«بسیار پاک و منزّه است پروردگار فرشتگان و جبرئیل».,دعای رکوع
69,«پروردگارا! براى تو رکوع کردم، به تو ایمان آوردم، و به تو تسلیم شدم. گوش، چشم، مخ، استخوان، پى و رگم و تمام اعضاى بدنم براى تو خشوع و فروتنى نمودند».,دعای رکوع
70,«پاک است پروردگارى که مالک قدرت، فرمانروایى، بزرگى و عظمت است».,دعای رکوع
71,«الله شنید و قبول کرد ستایش کسى را که او را ستایش نمود».,دعای هنگام بر خاستن از رکوع
72,«پروردگارا! حمد و ستایش هاى زیاد، خوب و مبارک از آنِ تو است».,دعای هنگام بر خاستن از رکوع
73,«الهى! حمدى که آسمانها و زمین و میان آنها و هر چه تو بخواهى را پر کند، از آنِ تو است. الهى! تو اهل ستایش و عظمت هستى. الهىّ تو شایستۀ ستایش بندگان هستى. همگى ما بندگانت هستیم، آن چه تو بفرمائى هیچ کس جلوى آن را نمى‌گیرد، و آنچه جلوى آن را بگیرى کسى قدرت ندارد آن را عطا نماید. الهى! صاحب ثروت، او را ثروتش از عذاب تو نجات نمى‌دهد و «تمامى شکوه» و ثروت از آنِ تو است».,دعای هنگام بر خاستن از رکوع
74,«منزّه است پروردگار بزرگ و برتر من» [سه مرتبه هنگام سجده].,دعای سجده
75,«بار الها! تو پاک و منزّهى و تو را ستایش مى‌نمایم. الهى! از تو طلب مغفرت مى‌کنم».,دعای سجده
76,«پاک و منزّه است پروردگار فرشتگان و جبرائیل».,دعای سجده
77,«الهى! براى تو سجده کردم، و به تو ایمان آوردم، و در مقابل فرمان تو تسلیم شدم، چهره‌ام براى پروردگارى که آن را خلق نمود، و صورت بخشید، و آن را زیبا آفرید، و عضو شنوایى و بینائى در آن قرار داد، سجده کرد. با برکت است پروردگارى که بهترین سازندگان است».,دعای سجده
78,«پاک است پروردگارى که مالک قدرت، فرمانروایى، بزرگى و عظمت است».,دعای سجده
79,«بار الها! همۀ گناهان مرا، اعم از کوچک و بزرگ، اوّل و آخر، آشکار و نهان، ببخشاى».,دعای سجده
80,«بار الها! من از خشمت به خشنودى تو پناه مى‌برم. الهى! از عذابت به عفو تو پناه می‌برم. الهى! از «عذاب خشم» تو، به تو پناه مى‌برم. پروردگارا! آنچنان که حق ستایش تو است، نمى‌توانم آن را بجاى آورم، بدون تردید تو آنچنانى که خود فرموده‌اى».,دعای سجده
81,«اى الله! مرا ببخش، مرا ببخش».,دعای نشستن در میان دو سجده
82,«بار الها! مرا ببخش. به من رحم کن، مرا هدایت کن، کوتاهى‌هاى مرا جبران کن، و به من عافیت و رزق عطا کن، و مقامم را رفیع گردان».,دعای نشستن در میان دو سجده
83,«چهره‌ام براى ذاتى که آن را آفرید و شنوایى و بینایى را به قدرت و توانایى خود در آن قرار داد، سجده کرد. بسیار با برکت است بهترینِ آفرینندگان».,دعاهای سجده‌ی تلاوت
84,«اى الله! براى من در نزد خود بخاطر این سجده اجر بنویس و بوسیلۀ آن، گناهى را دور بگردان، و این سجده را براى من در نزد خود ذخیره بگردان و آن را از من چنان بپذیر که از بنده‌ات داود پذیرفتى».,دعاهای سجده‌ی تلاوت
85,«[فرمانروائى، رحمت و برکت و پاکى مخصوص الله است]، سلام و رحمت و برکات خدا بر تو باد اى پیامبر، سلام بر ما و کلیۀ‌ بندگان صالح خدا، من گواه مى‌دهم که هیچ معبودى بجز الله «به حق» وجود ندارد و محمّد صلی الله علیه وسلم بنده و رسول اوست».,تشهّد
86,«بار إلها! بر محمّد صلی الله علیه وسلم و آل محمّد درود بفرست همچنان که بر ابراهیم؛ و آل ابراهیم درود فرستادى، همانا تو ستوده و باعظمت هستى. بار الها! بر محمّد و آل محمّد برکت نازل فرما همچنان که بر ابراهیم؛ و آل ابراهیم برکت نازل کردى، همانا تو ستوده و باعظمت هستى».,درود بر رسول الله صلی الله علیه وسلم بعد از تشهّد
87,«بار إلها! بر محمّد صلی الله علیه وسلم و همسران و فرزندانش درود فرست همچنان که بر ابراهیم؛ درود فرستادى، و بر محمّد و همسران و فرزندانش برکت نازل گردان همچنان که بر آل ابراهیم؛ برکت نازل فرمودى، همانا تو ستوده و باعظمت هستى».,درود بر رسول الله صلی الله علیه وسلم بعد از تشهّد
88,«پروردگارا! از عذاب قبر و عذاب دوزخ، فتنۀ زندگى و مرگ، و فتنۀ مسیح دجّال به تو پناه می‌برم».,دعای بعد از تشهد آخر و قبل از سلام
89,«الهى! من از عذاب قبر، و از فتنۀ مسیح دجّال، و فتنۀ زندگى و مرگ به تو پناه مى‌برم. بار الها! من از گناه و زیان، به تو پناه مى‌آورم».,دعای بعد از تشهد آخر و قبل از سلام
90,«الهى! من بر نفس خود بسیار ظلم کردم، همانا غیر از تو کسى دیگر گناهان مرا نمى‌بخشد، پس از جانب خود مرا مورد آمرزش قرار بده، و بر من رحم کن، همانا تو بخشنده و مهربان هستى».,دعای بعد از تشهد آخر و قبل از سلام
91,«الهى! گناهان قبلى و بعدى مرا ببخشاى. الهى! گناهان مخفى و آشکار مرا بیامرز، و زیاده روى هاى مرا و آنچه را که تو از من بهتر مى‌دانى ببخش، همانا تقدیم و تأخیر کننده توئى، بجز تو معبودى «به حق» نیست».,دعای بعد از تشهد آخر و قبل از سلام
92,«بار الها! به من توفیق بده تا تو را یاد کنم، و سپاس گویم، و به بهترین روش، بندگى نمایم».,دعای بعد از تشهد آخر و قبل از سلام
93,«بار الها! من از بخل و بُزْدلى به تو پناه مى‌برم، و از اینکه به علّت پیرى، سست و درمانده شوم، به تو پناه مى‌برم، و از آزمایشهاى سخت دنیا و عذاب قبر به تو پناه مى‌برم».,دعای بعد از تشهد آخر و قبل از سلام
94,«بار الها! من از تو خواهان بهشتم، و از آتش به تو پناه می‌برم».,دعای بعد از تشهد آخر و قبل از سلام
