id,thikr,at
11,"Ya Ubangiji Masanin fake da abinda yake fikli wanda ya halicci samai da kasa, kuma ubangijin komai da komai kuma mamallakinsa na shaida babu wani abin bauta da gaskiya sai kai, ina neman tsarinka daga sharrin kaina da kuma sharrin shaidan da abokan tarayyarsa, ko kuma injawo kaina wani laifi ko kuma wani Musulmi",Zikiran Bacci
12,zai karanta Surat Assajda da kuma Surat Almulk,Zikiran Bacci
13,"Ya ubangiji ni na mika wuya na gareka, kuma na bada al'amarina zuwa gareka, kuma na fuskantar da fuskata izuwa gareka kuma na jinginar da baya na izuwa gareka sabida kwadayi da kuma tsoronka, babu wurin buya ko matsera daga gare ka sai izuwa gare ka, nayi Imani da littafinka wanda ka saukar da Annabinka da ka aiko",Zikiran Bacci
14,Ya karanta Ayatal Kursiyyu,Zikiran safe da yamma
15,Ya karanta Kulhuwa da falaki da Nasu ( Sau Uku ),Zikiran safe da yamma
16,"un wayi gari kuma mulki na Allah ne kuma godiya ta tabbata ga Allah Babu wani Ubangiji sai shi shi kadai bashida abokin tarayya kuma godiya tasa ce kuma mai iko ne akan komai Ubangiji ina rokon ka Alkairin wannan rana da alkairin abinda yake bayanta kuma ina neman tsarinka daga sharrin wannan rana da abinda yake bayanta Ubangiji ina neman tsarinka daga Kasala da Mummunan girman kai, Ubangiji ina neman tsarinka daga Azabar wuta da kuma Azabar Kabari",Zikiran safe da yamma
17,"Ya Ubangiji dakai muka wayi gari kuma dakai mukayi yammaci, kuma dakai muke Rayuwa kuma dakai muka mutuwa kuma gareka muke tashi",Zikiran safe da yamma
18,Ya Ubangiji kaine ubangiji na babu wani Ubangiji sai kai kai ka halicce ni kuma ni bawanka ne kuma ina nan akan alkaarinka gwargwadon iko ina neman tsarinka daga abinda nayi kuma ina furuci da ni'amar da kayi mun kuma ina furuci da zunubaina kayi mun gafara babu mai gafarta zunubai sai kai kadai,Zikiran safe da yamma
19,"Ya Ubangiji Ni na wayi gari ina shaidawa da kai kuma ina shaidawa da wadanda suke dauke da Al'arshinka da Mala;ikunka da baki dayan halittunka babu wani Ubangiji sai kai kadai baka da abokin tarayya, kuma Annabi muhammadu Bawanka kuma kuma Manzonka ( Sau Hudu)",Zikiran safe da yamma
20,"Ya Ubangiji abinda Muka wayi gari da shi na Ni'ama ko wani daga cikin halittarka to daga gareka ne kai kadai bakada abokin tarayya, godiya ta tabbata a gareka kuma da yabo",Zikiran safe da yamma
21,"Ya Ubangiji ka bani lafiya a jikina Ya Ubangiji ka bani lafiya cikin jina ya Ubangiji ka bani lafiya cikin gani na Ya Ubangiji ina neman tsarinka daga Kafirci da kuma talauci, kuma ina neman tsarin ka daga Azabar kabari babu wani ubangiji sai kai ( Sau uku )",Zikiran safe da yamma
22,Allah ya ishe ni Babu wani Ubangiji sai shi gare shi na dogara kuma shi ne ubangijin Al'arshi mai girma ( Sau bakwai ),Zikiran safe da yamma
23,"Ya Ubangiji ina rokonka afuwa da lafiya a Dauniya da lahira Ya Ubangiji ina rokonka afuwa da da lafiya, a cikin Acikin Duniya ta da Ahalina da Dukiya ta Ya Ubangiji ka Suturta Al'aura ta kuma ka amintar da ni abinda nake tsoro, Ya Ubangiji ka kiyaye ni a gabana da baya na, da dama na da haguna da sama na da kasa na kuma ina neman tsari da girmanka kada a hallaka ni ta karkashina",Zikiran safe da yamma
24,Ya Ubangiji Masanin fake da fili wanda ya halicci sama da kasa ubangijin komai kuma mai mulkinsu na shaida babu wani ubnagiji sai kai ina neman tsarinka daga sharrin kaina da sharrin shaidan da mataimakansa ko kuma inyi wani zunubi ko injawo shi ga wani Musulmi,Zikiran safe da yamma
25,Da sunan Allah wanda babu abinda yake utarwa da fadin sunansa a cikin sama ne ko kuma a kasa kuma shi mai ji ne masani,Zikiran safe da yamma
26,Na yarda da Allah shi ne Ubangiji kuma Musulunci shi ne Addini kuma Annabi Muhammadu shi ne Annabi (Sau Uku),Zikiran safe da yamma
27,Ya rayayye tsayyae da kansa ina neman agajinka da rahamarka ka inganta mun al'amura na baki daya kuma kada ka barni da kaina ko daidai da kiftawar Ido,Zikiran safe da yamma
28,"Mun wayi gari kuma mulki yana hannun Allah Ina rokonka Alkairin wannan rana budinta da Nasararta da haskenta da albarkarta da kuma shiriyarta, kuma ina neman tsarinka daga sharrinta da sharrin duk abinda yake cikin ta da sharrin abinda yake bayanta",Zikiran safe da yamma
29,"Mun wayi gari akan turbar Addinin Musulunci, kuma kan kalmar tsarkake Addini kuma kan Addinin Annabinmu Muhammad kuma kan tafarkin Babanmu Annabi Ibrahim wanda ya tsaya kyam kan Addini bai kasance cikin masu shika ba",Zikiran safe da yamma
30,Tsarki ya tabbata ga Allah da kuma godiya ( Sau dari ),Zikiran safe da yamma
31,Babu wani Ubangiji da ya cancanci a bauta masa da gaskiya sai Allah shi kadai wanda bashi da Abokin tarayya Mulki nasa ne haka ma godiya kuma shi mai Iko ne akan komai ( Sau goma) ko ( Sau daya in ya gaji),Zikiran safe da yamma
32,Babu wani Ubangiji da ya cancanci a bauta masa da gaskiya sai Allah shi kadai bashi da abokin tarayya Mulki nasa ne haka ma godiya kuma shi mai iko ne akan komai,Zikiran safe da yamma
33,"Tsarki ya tabbata ga Allah da godiyarsa, yawan halittarsa da kuma yardarsa, da kuma nauyin Al'arshinsa da kuma yawan Kalmominsa, ( Sau Uku safe )",Zikiran safe da yamma
34,"Ya Ubangiji ina rokonka Ilimi mai amfani, da Arziki mai albarka, da aiki karbabbe ( Da safe)",Zikiran safe da yamma
35,Ina neman gafarar Allah kuma ina tuba izuwa gare shi ( Sau dai),Zikiran safe da yamma
36,Ina neman tsari da kalmomin Allah cikakku daga sharrin abinda ya halitta,Zikiran safe da yamma
37,Yace: Allah kayi salati da tsira ga Anabinmu Muhammad ( Sau goma ),Zikiran safe da yamma
38,"Dukkan yabo da godiya sun tabbata ga Allah, wannan da ya sututar da ni wannan tufa, kuma ya arzurtani shi ba tare da wata dabara ba, kuma ba tare da karfi na ba.",Addu’ar sanya tufafi
39,"Ma’ana: Allah yabo da godiya naka ne, kai kadai ka tufatar da ni shi (wannan tufafin), ina neman tsarinka daga sharrinsa da sharrin abinda aka hallice shi da shi .",Addu’ar sanya sabon tufafi
40,"Ma’ana: Allah ya sa ka mayar da ita tsomin, kuma Allah madaukaki ya mayar maka da wata tufa.",Addu’a ga wanda ya sanya sabon tufafi
41,"Ma’ana: Allah nake roko ya sa albarka, ka sanya sabo kuma ka rayu kana abin yabo, kuma ka mutu kana shahidi .",Addu’a ga wanda ya sanya sabon tufafi
42,Ma’ana: Da sunan Allah,Abinda zai fada idan ya sanya sabon tufafi
43,Ma’ana: (Da sunan Allah) ya Allah lalle ne ina neman tsarinka daga sharrin aljanu maza da aljanu mata,Addu’ar shiga bandaki
44,Ya Allah gafararka nake neman,Addu’ar fitowa daga bandaki
45,Ma’anan:  Da sunan Allah,Zikiri kafi alwala
46,Ma’ana : Ina shedawa babu wani abin bautawa da cancanta sai Allah . kuma ina shaidawa da cewa lalle Annabi Muhammad bawansa ne kuma manzonsa ne .,Zikiri bayan kammala alwala
47,Ma’ana: Ya Allah ka sanya ni daga cikin masu tuba kuma ka sanya ni cikin masu sarki.,Zikiri bayan kammala alwala
48,"Ma’ana: Tsarki ya tabbata a gareka ya Allah, hadi da godiya a gareka, ina shaidawa da babu abin bautawa da cancanta sai kai, ina neman gafararka kuma ina tuba zuwa gareka.",Zikiri bayan kammala alwala
49,"Ma’ana: Da sunan Allah, ga Allah kadai na dogara, ‎kuma babu wata dabara ko karfi sai ga Allah.‎",Zikiri yayin fita daga gida
50,"Maana: Ya Allah ina neman tsarinka daga bata ko a ‎batar da ni, ko na zame ko a zamar da ni, ko na yi ‎zalunci ko azalunce ni, ko na yi wauta ko a yi mini ‎wauta.‎",Zikiri yayin fita daga gida
51,"Ma’ana: Da sunan Allah ne muka fita, kuma da sunan ‎Allah ne muke shiga, kuma da ga Allah Ubangijin mu ‎kadai muka dogara. Sannan ya yi sallama ga iyalansa.‎",Zikiri yayin shiga gida
52,"Ma’ana: Ya Allah ka sanya haske acikin zuciya ta, da ‎haske ga harshe na, da haske ga ji na, da haske a gani na, ‎da haske a karkashi na da haske a sama na, da haske  a ‎dama ta da haske a hagu na da haske a gaba na da haske ‎a baya na, ka sanya haske a cikin raai na, ka girmama ‎mini haske na, ka girmama haske, ka sanya ni na zama ‎haske,‎‏ ‏ka sanya haske a cikin jijiyoyi na da haske acikin ‎nama na, da haske a cikin jini na, da haske a cikin ‎gashina, da haske a cikin fata ta. Ya Allah! Ka sanya mini ‎haske a cikin kabarin na, da haske a cikin kasusuwa na, ‎ka kara mini haske, ka kara mini haske, ka kara mini ‎haske ka bani haske akan haske.‎",Addu’ar tafiya masallaci
53,"Zai fara gabatar da kafarsa ta dama ne a ‎lokacin shiga, sannan ya ce‎
Ma'ana: ina neman tsarin Allah mai girma, da fuskarsa ‎mai alfarma, da na mulkin sa dadadde daga shaitan ‎la'ananne.‎
Ma’ana: Da sunan Allah, tsira da amincin Allah su ‎tabbata ga manzon Allah. Ya Allah ka bude mini ‎kofofin rahmarka. ‎",Addu’ar shiga masallaci
54,"Zai fara gabatar da kafarsa ta hagune a lokacin fita, ‎sannan kuma ya ce:‎
Ma’ana: Da sunan Allah tsira da amincin Allah su ‎tabbata ga mazon Allah ina rokonka daga cikin ‎falalarka, ya Allah ka tsareni daga shaidan la’annane. ‎",Addu’ar fita daga masallaci
55,"Ma'ana: Musulmi zai fadi dukkan abinda mai kiran ‎sallah ya ce, saidai idan mai kiran sallar ya ce: ‎",Zikiran kiran sallah
56,"Ni ina shaidawa cewa babu abin bautawa da gaskiya sai Allah, shi kadai, babu abokin tarayya a gare Shi. Kuma Allah shi ne Ubangiji, kuma Muhammadu shi ne Manzo, kuma Musulunci shi ne addini.


Bayan ya gama amsa kiran sallar, sai ya yi salati ga Annabi, tsira da amincin Allah su tabbata a gare shi.",Zikiran kiran sallah
57,Zaiyi Sati ga Annabi Tsira da Amincin Allah su tabbata a gare shi bayan ya gama bibiyar mai kiran Sallah,Zikiran kiran sallah
58,"Ya Allah! Ubangijin wannan kira kammalalle, da wannan sallar da za a tsayar da ita. Ka ba wa Muhammadu wasila (matsayin kusanci a cikin Aljanna), da matsayin fifiko, kuma ka tashe mu a matsayi abin godewa, wannan wanda Ka yi masa alkawarinsa. Lallai kai ba ka saba alkawari.",Zikiran kiran sallah
59,Yana Addu'a ga kansa tsakanin kiran Sallah da Iqama sabida Addu'a a wannan lokacin,Zikiran kiran sallah
60,"Ya Ubangiji ka nisanta tsakanina da tsakanin zunubaina kamar yadda ka nisanta tsakanin gabas da yamma, Ya Ubangiji ka tsarkake ni daga zunubaina kamar yadda ruwa yake wanke farar tufa daga datti, Ya Ubangiji ka tsarkake ni daga laifuka na da kankara da ruwa da kuma raba.",Addu’ar fara sallah
61,"tsarki ya tabbata a gareka ya Ubangiji da kuma godiya a gareka kuma sunanka ya daukaka, haka girmanka ya daukaka, kuma babu wani Ubangiji bayanka",Addu’ar fara sallah
62,"Na fuskantar da fuskata ga wanda ya halicci sammai da kasa kuma ina mai kan daidai, kuma ni bana cikin masu yin shirka, lallai cewa sallata da yankana da rayuwa ta da Mutuwa ta duk suna ga Allah ubangijin talikai, basahi da abokin tarayya kuma da haka aka umarce ni kuma ni ina cikin Musulmi, Ya Ubangiji kai ne Sarki wanda babu wani Ubangiji in ba kai ba kuma kaine Ubangiji na kuma ni bawanka ne, Na zalunci kaina kuma nayi furuci da laifi na ka gafarta min zunubai na baki daya lallai cewa kuma babu mai gafarta zunubai sai kai, ka sh iya shiriryar da ni ga mafi kyawun halaye kuma babu mai iya shirayawa izuwa mafi kyawun su sai kai , kuma ka kautar mun da Munanan halaye  babu kuma mai iya kautar mun da su sai kai, amsawarka da rabauta, kuma dukkan Alkairi yana hannunka kuma sharri ba'a danganta shi izuwa gareka, Ni daga gareka nake kuma zuwa gareka zan koma, ka tsarkaka kuma ka daukaka, ina neman gafararka kuma ina tuba iuwa gareka.",Addu’ar fara sallah
63,"Ya Ubangiji Ubangijin Jibirila da Mika'ila da Israfila, wandaa ya halicci sammai da kasa, masanin fake da abinda yake fili, kaine kake hukunci a tsakanin bayinka cikin abinda suke sabani akainkin abinda sukayi sabani a cikinsa, ka shirayar da ni cikin abinda aka yi sabani a cikin na gaskiya, da ikonka lallai kaine mai shiryarwa ga wanda kaso uwa tafarki madaidaici.",Addu’ar fara sallah
64,"Allah shi ne mafi girma mai girma, Allah shi ne mafi girman mai girma kuma godiya mai yawa ga Allah, kuma godiya mai yawa ga Allah, kuma tsarki ya tabbata ga Allah Safiya da Maraice",Addu’ar fara sallah
65,"Ya ubangiji dukkan yabo ya tabbata a gareka, kaine hasken sammai da kassai da abinda ke cikin su, dukkan yabo ya tabbata a gareka kaine mai tsayar da sammai da kassai da abinda ke cikin su, [dukkan yabo ya tabbata a gareka kaine ubangijin sammai da kassai da abinda ke cikin su] [dukkan yabo ya tabbata a gareka mulkin sammai da kassai da abinda ke cikin su naka ne] [ dukkan yabo ya tabbata a gareka kaine mamallakin sammai da kassai ] [ dukkan yabo ya tabbata a gareka kaine gaskiya, alkawarinka shi ne gaskiya, fadar ka ita ce ta gaskiya, haduwa da kai tabbas ne, aljanna gaskiya ce, wuta ma gaskiya ce, annabawan ka gaskiya ne, muhammadu mai tsira da aminci gaskiya ne, tashin alkiyama gaskiya ne, ] [ yaa Allah gareka na mika wuya, kuma da kai kadai na dogara, kuma da kai kadai nayi imani, kuma zuwa gareka kadai na ke komawa, kuma saboda kai kadai nake jayayya, kuma gareka kadai na kai hukunci. Don haka ka gafarta mini abinda ya wuce, da abinda zai zo nan gaba, da abinda na boye, da abinda na bayyana, da abinda kai ka fini sanin abinda na aikata, kaine mai gabatarwa, kuma kaine mai jinkirtarwa, babu abin bautawa bisa can-canta sai kai kadai, kaine abin bauta ta babu abin bauta bisa can-canta sai kai. Babu dabara babu karfi sai ga Allah.",Addu’ar fara sallah
66,( Tsarki ya tabbata ga ubangiji na mai girma ). sau uku.,Addu’ar ruku’i
67,"(Tsarki ya tabbata a gareka ya Allah ! ya ubangijin mu tare da godiya gareka, ya Allah ka gafarta mini).",Addu’ar ruku’i
68,"(Ubangi abin tsarkakewa, mai kubuta daga dukkan abinda bai kamace shi ba, ubangijin mala`iku da jibrilu).",Addu’ar ruku’i
69,"( Ya Allah a gareka nayi ruku`u, da kuma kai kadai nayi imani, kuma gareka na mika wuya, ji na ya kas-kanta gareka, da gani na, da kuma kwakwalwa ta, da kashi na, da jijiya ta, da abinda kafafuwa na ke dauke da su.",Addu’ar ruku’i
70,"(Tsarki ya tabbata ga Ma''abocin Mulki da halittu, da kuma girma da Daukaka)",Addu’ar ruku’i
71,Allah yaji wanda ya gode Masa,Addu’ar tasowa daga ruku’i
72,Ubangijinmu godiya ta tabbata a gareka godiya Mai yawa mai tsarki kuma mai albarka a cikinta,Addu’ar tasowa daga ruku’i
73,"Cikin sama sammai da kasa da abinda yake tsaninsu da cikin duk abinda kaso bayan ma'abota yabo da girma, mafi cancantar abinda Bawa ya fada, kuma dukkaninmu bayinka ne Ya Ubangiji babu mai hana abinda ka bayar kuma babu iya bada abinda ka hana, kuma baya iya amfanarwa da komai duk wani ma'abocin girma daga girmanka.",Addu’ar tasowa daga ruku’i
74,Tsarki ya tabbata ga Ubangijina Madaukaki,Addu’ar Sujjada
75,"Tsarki ya tabbata a gareka Ubangijinmu da godiya a gareka, Ubangiji kayi mun gafara",Addu’ar Sujjada
76,"Tsakakke, Mai yawan tsarki,, Ubangijin Mala'iku da kuma Ruhi mai tsarki (Jibril)",Addu’ar Sujjada
77,"ya Unagiji gareka nake Sujada kuma da kai nayi Imani kuma fuskata tayi Sujada ga wanda ya halicce ta kuma ya suranta ta kuma ya tsaga jinta, da ganinta, tsarki ya tabbata ga Maficin iya halitta",Addu’ar Sujjada
78,"Tsarki ya tabbata ga Ma'abocin isa, da Mulki, da girma, da Daukaka",Addu’ar Sujjada
79,"Allah ka gafarta mun zunubaina baki daya, karaminsa da babbansa, na farkonsa da na karshensa, bayyananne da kuma boyayyensa",Addu’ar Sujjada
80,"Ya Ubangiji lallai ni ina neman tsarinka daga fushinka ta hanyar yardarka da kuma afuwarka daga Ukubarka, kuma ina neman tsarinka daga gareka, kuma bana kidanye yabo a gareka, kai dai kamar yadda ka tabbatarwa kanka.",Addu’ar Sujjada
81,"Ubangiji kaimun gafara,Ubangiji kaimun gafara",Addu’a tsakanin sujjadu biyu
82,"Ubangiji kaimun gafara kaji kaina ka shiyar da ni, ka kuma tilastani, kuma ka bani lafiya, kuma ka Azurtani, kuma ka daga Daraja ta.",Addu’a tsakanin sujjadu biyu
83,"Fuskata tayi Sujada ga wanda ya halicce ta kuma ya suranta ta kuma ya tsaga jinta, da ganinta, da ikonsa da dabararsa tsarki ya tabbata ga Maficin iya halitta",Addu’ar sujjadar karatun Alkur’ani
84,"Ya Ubangiji ka rubuta mun lada a gareka, kuma ka saryan mun da Zunubaina, kuma ka ajiye mun ita a gurinka tanadi, kuma ka karba mun ita kamar yadda ka karbawa bawanka Annabi Daud",Addu’ar sujjadar karatun Alkur’ani
85,Ya karanta tahiya,Tahiya
86,"Allah kayi Salati ga Annabi Muhammad da Alayansa kamar yadda kayi Salati da Annabi Ibrahim da Alayansa, lallai kai abin godewa ne mai girma, kuma kayi Albarka ga Annabi Muhammad da Alayansa kamar yadda kayi Albarka ga Annabi Ibrahim Lallai kai cewa Abin godewa ne kuma mai girma",Salati ga Manzon Allah ( S.A.W) bayan tahiya
87,"Allah kayi Salati ga Annabi Muhammad da Alayansa kamar yadda kayi Salati da Annabi Ibrahim da Alayansa, lallai kai abin godewa ne mai girma, kuma kayi Albarka ga Annabi Muhammad da Alayansa kamar yadda kayi Albarka ga Annabi Ibrahim Lallai kai cewa Abin godewa ne kuma mai girma",Salati ga Manzon Allah ( S.A.W) bayan tahiya
88,"Ya Ubangiji ina neman tsari daga Azabar Kabari, da kuma Azabar Wutar Jahannama, da kuma fitinar Rayuwa da kuma ta Mutuwa, da kuma Sharrin Fitinar Dujal mai shafafen Ido",Addu’a bayan tahiyar karshe
89,"Ya Ubangiji ina neman tsari daga Azabar Kabari, da kuma fitinar Rayuwa da kuma ta Mutuwa, da kuma Sharrin Fitinar Dujal mai shafafen Ido kuma ina neman tsarinka daga sabo da kuma bashi",Addu’a bayan tahiyar karshe
90,"Ya Ubangiji ni lallai na zalunci kaina zalunci mai yawa, kuma babu mai gafarta zunubai sai kai kadai, kayi mun gafara gafara daga gareka kuma kaji kaina, domin kaine mai gafara mai jin kai,",Addu’a bayan tahiyar karshe
91,"Ya Ubangiji kayi mun gafara ga abinda na aikata, da wanda ban aikata ba da wanda na bayyyana da wanda ban bayyana ba, kuma kaine mafi sani da ni kuma kaine mai gabatarwa, kuma kaine mai jinkirtawa babu wani ubangiji sai kai",Addu’a bayan tahiyar karshe
92,"Ya Ubangiji ka taimakeni akan ambatonka da gode maka, da kuma kyautatawa a Ibadarka",Addu’a bayan tahiyar karshe
93,"Ya Ubangiji lallai ni ina neman tsarinka daga yainwa, kuma ina neman tsarinka daga tsoro kuma ina neman tsarinka kada na koma kaskantacciyar rayuwa, kuma ina neman tsarinka, daga fitinar duniya da kuma Azabar Kabari",Addu’a bayan tahiyar karshe
94,Ya Ubangiji ina rokonka Aljanna kuma ina neman tsarinka daga Wuta,Addu’a bayan tahiyar karshe
95,"Ya Ubangiji da iliminka na fake da kuma kudurarka ka raya ni matukar rayuwar ita tafi alkairi a gareni kuma ka karbi raina matukar Mutuwa ita ta fi Alkairi a gare ni, ya ubangiji ni ina rokonka kalmar gaskiya a cikin farin ciki da fushi, kuma ina rokonka Manufa cikin wadata da talauci kuma ina rokonka ni'amar da bata karewa, kuma ina rokonka farar idaniyar da bata yankewa, kuma ina rokonka yarda bayan kayi hukunci, kuma ina ronka sassanyar rayuwa bayan mutuwa, kuma ina rokonka, jin dadin ganin fuskarka da kuma shauki zuwa ga haduwa da kai ba tare da wata cuta ba ko cutarwa, ko kuma wata fitina mai batarwa, Ya Ubangiji ka kawatani da adon Imani kuma ka sanyani shiryayye mai shiryarwa",Addu’a bayan tahiyar karshe
96,"Ya Ubangiji ina rokonka Ya Allah cewa kai kadai kake wanda ake nufa da bukata wanda bai haifa ba kuma ba'a haife shi ba, kuma bashi da kini mai tashin hanci, kayi mun gafara ga zunubai na lallai kai mai gafara kuma mai jin kai",Addu’a bayan tahiyar karshe
97,"Ya Ubangiji ina Rokonka cewa kai ne godita tabbata a gareka kai kadai babu wani Ubangiji sai, mai yawan baiwa, wanda ya kawata sama da kasa kuma ma'abocin girma da daukaka, ya wanda yake rayayye kuma tsayayye da kansa ina rokonka Aljanna, kuma ina neman tsarinka daga wuta.",Addu’a bayan tahiyar karshe
98,Ya Ubangiji ina Rokonka cewa lallai na shaida babu wani Ubangiji sai kai makadaici abun nufi da bukata wanda bai haifa kuma ba'a haife shi ba kuma bashi da kini mai tashin hanci a gare shi.,Addu’a bayan tahiyar karshe
99,"Ina neman gafarar Allah (3) Ya Ubangiji kai ne Aminci kuma daga gareka amincin ya ke, ka daukaka ya Ma'abocin girma da daukaka,",Zikirai bayan sallamewa daga sallah
100,"Babu wani Ubangiji da ya cancanci a bauta masa sai Allah shi kadai kuma bashi da abokin tarayya kuma godiya ta tabbata a gare shi, kuma shi mai iko ne akan komai( 3) Ya Ubangiji babu mai hana abinda ka bayar kuma babu wata amfanarwa da wanda yake da girma yake yi daga girmanka.",Zikirai bayan sallamewa daga sallah
101,"Babu wani Ubangiji da sai Allah shi kadai bashi da abokin tarayya mulki naka ne kuma godiya ta tabbata a gareka kuma kai mai iko ne akan komai, babu tsimi kuma babu dabara sai na Allah babu wawani ubangiji sai Allah kuma kuma shi kadai muke bautawa, ni'ama tasa ce haka falala kuma shi ne wanda kyakkyawan yabo ya tabbata a gare shi, Babu wani Ubangi sai Allah muna masu tsarkake shi kuma Addini nasa ne koda kafirai sunki kuwa",Zikirai bayan sallamewa daga sallah
102,"Subhanallahi walhamdu lillah wallahu Akbar (33) kuam babu wani abin bauta sai Allah shi kadai wanda bashi abokin tarayya, Mulki nasa ne haka kuma godiya, kuma Mai iko ne akan komai",Zikirai bayan sallamewa daga sallah
103,Ya karanta Kuhuwa da Falaki da nasi a bayan kowace sallah,Zikirai bayan sallamewa daga sallah
104,Ya Karanta Ayatal Kursiyyi a bayan kowace Sallah,Zikirai bayan sallamewa daga sallah
105,"Babu wani Ubangiji Sai Allah shi kadai kuma bashio da Abokin tarayya, kuma gareshi godiya take kuma yana rayawa kuma yana kashewa kuma shi ,ai iko ne akan komai Sau goma bayan Sallar Magriba da kuma Asuba",Zikirai bayan sallamewa daga sallah
106,Ya Ubangiji ina rokonka Ilimi mai amfani da kuma Arziki mai tsafta da aiki karbabbe,Zikirai bayan sallamewa daga sallah
107,"abir ya ce: Manzon Allah ya kasance yana koya mana Istikhara cikin dukkan kamar yadda yake koya mana Ayoyin Alqurani yace: idan dayan ku yai nufin yin wani al;amari to yayi sallah rakaa biyu wacce ba ta farillah ba sannan ya ce: Ya Ubangiji ina neman zabinka da Iliminka kuma ina neman iko da ikonka kuma ina nema daga falalarka mai girma, domin kai ne mai iko kuma kai ka sani ni ban sani ba idana kasan cewa wannan al'amari -sai ya fadi bukatarsa- alkairi ce a gareni a cikin Addini na da karshen al'amari na - ko ya ce : Yanzu da na gaba- to ka kaddara mun shi kuma ka saukake mun shi sannan ka sanya mun albarka a cikinsa, idan kuma kasan wannan alamari sharri ne a gareni a cikin Addini na da karshen al'amarina - ko yace yanzu da nan gaba- ka kautar mun da shi kautar mun da shi kuma ka kaddara mun alkairi duk inda ya kasance sannan kuma ka sanya mun yarda da shi.",Addu’ar Sallar Istahara
108,Ya karanta Ayatal Kursiyyu,Zikiran safe da yamma
109,Ya karanta Kulhuwa da falaki da Nasu ( Sau Uku ),Zikiran safe da yamma
110,"un wayi gari kuma mulki na Allah ne kuma godiya ta tabbata ga Allah Babu wani Ubangiji sai shi shi kadai bashida abokin tarayya kuma godiya tasa ce kuma mai iko ne akan komai Ubangiji ina rokon ka Alkairin wannan rana da alkairin abinda yake bayanta kuma ina neman tsarinka daga sharrin wannan rana da abinda yake bayanta Ubangiji ina neman tsarinka daga Kasala da Mummunan girman kai, Ubangiji ina neman tsarinka daga Azabar wuta da kuma Azabar Kabari",Zikiran safe da yamma
111,"Ya Ubangiji dakai muka wayi gari kuma dakai mukayi yammaci, kuma dakai muke Rayuwa kuma dakai muka mutuwa kuma gareka muke tashi",Zikiran safe da yamma
112,Ya Ubangiji kaine ubangiji na babu wani Ubangiji sai kai kai ka halicce ni kuma ni bawanka ne kuma ina nan akan alkaarinka gwargwadon iko ina neman tsarinka daga abinda nayi kuma ina furuci da ni'amar da kayi mun kuma ina furuci da zunubaina kayi mun gafara babu mai gafarta zunubai sai kai kadai,Zikiran safe da yamma
113,"Ya Ubangiji Ni na wayi gari ina shaidawa da kai kuma ina shaidawa da wadanda suke dauke da Al'arshinka da Mala;ikunka da baki dayan halittunka babu wani Ubangiji sai kai kadai baka da abokin tarayya, kuma Annabi muhammadu Bawanka kuma kuma Manzonka ( Sau Hudu)",Zikiran safe da yamma
114,"Ya Ubangiji abinda Muka wayi gari da shi na Ni'ama ko wani daga cikin halittarka to daga gareka ne kai kadai bakada abokin tarayya, godiya ta tabbata a gareka kuma da yabo",Zikiran safe da yamma
115,"Ya Ubangiji ka bani lafiya a jikina Ya Ubangiji ka bani lafiya cikin jina ya Ubangiji ka bani lafiya cikin gani na Ya Ubangiji ina neman tsarinka daga Kafirci da kuma talauci, kuma ina neman tsarin ka daga Azabar kabari babu wani ubangiji sai kai ( Sau uku )",Zikiran safe da yamma
116,Allah ya ishe ni Babu wani Ubangiji sai shi gare shi na dogara kuma shi ne ubangijin Al'arshi mai girma ( Sau bakwai ),Zikiran safe da yamma
