id,thikr,at
16,"77- Amanhecemos e a soberania de Allah predomina sobre tudo, todos os louvores são para Allah, não há divindade real além de Allah, O Único que não possui sócio, Seus são os louvores e a soberania, Ele é quem possui poder sobre todas as coisas, ó meu Senhor imploro-Te pelo bem que se encontra nesta noite, e pelo bem que esta após ela e eu protejo-me do mal desta noite e do mal que esta após ela. Ó meu Senhor, protejo-me em Ti da preguiça, e da senilidade. Ó meu Senhor, protejo-me em Ti de um castigo infernal e da sepultura.

--------
(1) Quando anoitecer diz: anoitecemos.....",Súplica para fazer durante ao amanhecer e anoitecer.
17,"78- “Ó Allah, por Tua permissão alcançamos a manhã e por Tua permissão alcançamos a tarde, e por tua permissão viveremos e morreremos, e a Ti ressuscitaremos.

-------
(2) quando anoitecer diz : alcançamos a noite",Súplica para fazer durante ao amanhecer e anoitecer.
18,"79- Ó Allah, Tu és meu Criador, não há outra divindade real além de Ti, Tu me criaste, e eu sou Teu servo, e eu cumpro o Teu trato, e a Tua promessa enquanto poder. Protejo-me em Ti do mal que pratiquei. Eu reconheço Teu favor sobre mim Ó Allah, Tu és meu Criador, não há outra divindade real além de Ti, Tu me criaste, e eu sou Teu servo, e eu cumpro o Teu trato, e a Tua promessa enquanto poder. Protejo-me em Ti do mal que pratiquei. Eu reconheço Teu favor sobre mim, perdoa-me  porque só Tu podes me perdoar. 

---------
(1) aquele que disser com convicção ao anoitecer e ao amanhecer entrará no Paraiso, Bukhari, 7,150, 6306",Súplica para fazer durante ao amanhecer e anoitecer.
19,"80- Ó Allah, eu amanheço prestando testemunho a Ti, e aos carregadores de Teu trono, de teus anjos e de toda Tua criação, que em verdade tu és Allah, e não há divindade real além de Ti, O Único que não possui sócio, e que Muhammad é teu servo e mensageiro”. Repetir quatro vezes, quando amanhecer ou anoitecer.

---------
(1) Abu Dawud, 4,317,número 5071",Súplica para fazer durante ao amanhecer e anoitecer.
20,"81- Ó Allah, toda misericórdia advinda nesta manhã sobre mim ou qualquer uma de Tuas criaturas é somente de Ti, o qual não possui sócio, pois para Ti é o louvor e o agradecimento.

Quem sempre disser essa recordação pela manhã terá agradecido por seu dia, e quem sempre disser essa recordação à tarde terá agradecido por sua noite.

-------------------
(2) Abu Dawud, 4, 318, número 5075



",Súplica para fazer durante ao amanhecer e anoitecer.
21,"82- Ó Allah, dá-me a meu corpo saúde, ó Allah, dá-me saúde a minha audição, ó Allah dá-me saúde a minha vista, não há divindade real além de Ti... ó Allah protejo-me em Ti da descrença e da pobreza, busco refúgio em Ti contra o castigo da tumba, não há divindade real além de Ti”. 

Repetir três vezes pela manhã, e três vezes à tarde.

-------
(1)Abu Dáwud,4/324, número 5092",Súplica para fazer durante ao amanhecer e anoitecer.
22,"83- Para mim basta-me Allah, não há divindade real além d’Ele, confio-me a Ele, Ele é o Senhor do trono poderoso”. 

Repetir sete vezes ao amanhecer e ao entardecer.

(2) Abu Dáwud, 4/321",Súplica para fazer durante ao amanhecer e anoitecer.
23,"84- Ó Allah, imploro-Te o perdão e o bem estar neste mundo e no outro. Ó Allah, imploro-Te o perdão e o bem estar na minha religião, nos afazeres mundanos, na minha família e nos meus bens. Ó Allah, oculta minhas deficiências, e protege-me de meu medo. Ó Allah, preserva-me em minha frente e em minhas costas, em minha direita e em minha esquerda, sobre mim. Eu busco refúgio em Teu poder de ser engolido pela terra.

---------
(1) Abu Dawud, número 5074.",Súplica para fazer durante ao amanhecer e anoitecer.
24,"85- Ó Allah, conhecedor do que é oculto e do que é evidente. Criador dos céus e da terra, Senhor de todas as coisas e seu Possuidor, eu testemunho que não há divindade real além de Ti. Eu busco refúgio em Ti do mal que esta em minha alma e do mal do Satanás e de sua influência na associação de algo com Allah, e de cometer algum mal contra mim mesmo ou a qualquer outro dentre os muçulmanos”

---------
(1) Tirmidhi, número 3392",Súplica para fazer durante ao amanhecer e anoitecer.
25,"86- Em nome de Allah, Aquele com qual o nome não prejudica nada da terra nem nos céus, Ele é quem tudo ouve e tudo sabe”. Repetir três vezes.

(2) Abu Dáwud, 4/323, número 5088",Súplica para fazer durante ao amanhecer e anoitecer.
26,"87- Eu me comprazo com Allah por Senhor, com o Islam como religião e com Muhammad como profeta”. Repetir três vezes.

-------
(3)Ahmad, 4/337, número 18967",Súplica para fazer durante ao amanhecer e anoitecer.
27,"88- Ó Eternamente-Vivo, Ó Auto-Subsistente, em Tua misericórdia busco 90assistência, aperfeiçoa-me em todos os meus atos, não me deixe apoiar em mim mesmo, nem mesmo por um piscar de olhos”

----------------
(1) Sahih attargib, 1, 273",Súplica para fazer durante ao amanhecer e anoitecer.
28,"89- Nós amanhecemos e amanhece também toda a criação para Allah, o Senhor dos mundos. Ó Allah, eu peço-Te o bem deste dia para mim: sua abertura, sua vitória, sua luz, sua benção, sua retidão. Busco proteção em Ti do mal deste dia e do mal que está depois dele”. E ao intardecer dizer:Nós entardecemos e entardece também toda criação para Allah,...”.

-----
(1) Abu Dáwud, 4/322, número 5084",Súplica para fazer durante ao amanhecer e anoitecer.
29,"90- O profeta dizia quando amanhecia e entardecia:”Nós amanhecemos sobre a natureza do Islam, e sobre a palavra da sinceridade, e sobre a religião de nosso profeta Muhammad ﷺ, e sobre 
a crença de nosso pai Abraão, de pura fé, muçulmano, e não se contava entre os que associavam parceiros a Allah”.

(3) Ahmad, 3/406 e 407, número 15360",Súplica para fazer durante ao amanhecer e anoitecer.
30,"91-  Quão perfeito é ALLAH e todos os louvores são para ALLAH (cem vezes)

-------
(4) Musslim, 4/2071, número 2692",Súplica para fazer durante ao amanhecer e anoitecer.
31,"92- Não há divindade real a não ser Allah, o Único que não possui sócio, Sua é a soberania e Seus são os louvores, Ele é quem possui o poder sobre todas as coisas,] ganha a recompensa como se tivesse libertado um escravo dentre os filhos de Ismael, e são apagados dez de seus pecados, elevado em dez graus, e está protegido do Satanás até o entardecer”. E quando entardecer, dirá a mesma coisa e estará protegido até o amanhecer.

--------
(1)Ibn Májah, número 3/98",Súplica para fazer durante ao amanhecer e anoitecer.
32,"93- O Mensageiro de Allah ﷺdisse: “Quem disser pela manhã:[Não há divindade real a não ser Allah, o Único que não possui sócio, Sua é a soberania e Seus são os louvores, Ele 
é quem possui o poder sobre todas as coisas,] ganha a recompensa como se tivesse libertado um escravo dentre os filhos de Ismael, e são apagados dez de seus pecados, elevado em dez graus, e está protegido do Satanás até o entardecer”. E quando entardecer, dirá a mesma coisa e estará protegido até o amanhecer.

---------
(3) Bukhari 4/95, número 3293",Súplica para fazer durante ao amanhecer e anoitecer.
33,"94- “Quão perfeito é Allah, e os louvores são para Ele, pelo número de todas as Suas criaturas, e pela satisfação em Si mesmo, e pelo peso de Seu trono e a tinta de Suas palavras”. Repetir três vezes.

(1) Musslim, 4/2090, número 2726",Súplica para fazer durante ao amanhecer e anoitecer.
34,"95- Ó ALLAH eu imploro-te o conhecimento benéfico, sustento lícito e acções aceitas.

------
(2 )  Ibn Májah, Número 925",Súplica para fazer durante ao amanhecer e anoitecer.
35,"96- Eu imploro o perdão de ALLAH e volto-me arrependido à Ele. (Cem vezes durante o dia)

---------
(3)  Albukhari com Al- Fath, 11/101, número 6307",Súplica para fazer durante ao amanhecer e anoitecer.
36,"97- Eu protejo -me através das mais perfeitas palavras de ALLAH contra a maldade daquilo   que ele criou. ( três vezes ao anoitecer)

--------
(1) Ahmad, 2/290",Súplica para fazer durante ao amanhecer e anoitecer.
37,"98- Ó ALLAH elogie e abençoe ao nosso profeta Muhammad. ( Dez  vezes)

----------
Tabrani",Súplica para fazer durante ao amanhecer e anoitecer.
38,"5- Todos os louvores são para ALLAH, aquele que me vestiu e concedeu esta roupa,  sem que eu tivesse condições e força para obtê-la.(1)

(1)Narrado por Ahl- Assunan excepto o Annasái: Abu Dáwud, número 4023, Tirmidhi, número 3458, Ibn Májah, número 3285, classificado por bom por Albány no livro: Irwá Al- Galíl, 7/47 .",Súplica ao vestir a roupa.
39,"6-Ó ALLAH! Todos louvores são para Ti  que vestiu-me com ela (roupa), peço-te o bem dela e pela qual foi feita, e peço-te refúgio contra o seu mal e pela qual foi feita.

(2)Abu Dawud, número 4020, Tirmidhi,número 1767, Al- Bagawí, 12/40, vide: Resumo de discrepância da autoria de Tirmidhi e classificação de Albany, página 47.",Súplica ao usar roupa nova
40,"7- Que seja usada até o seu último proveito e que ALLAH reponha outra.

---------------

Abú Dáwud, 4/41, número 4020, vide: Sahih abi Dáwud, 2/760.",Súplica a Fazer  para aquele usou roupa nova.
41,"8- Que ALLAH te conceda uma roupa nova, e tenha uma vida honrada, e morra como um mártir.

---------

(1)Ibn Májah, 2/1178, número 3558, Al- Bagawí, 12/41, vide: Sahih Ibn Májah, 2/275.",Súplica a Fazer  para aquele usou roupa nova.
42,"9- Inicio com o nome de ALLAH. (2)

----------
(2) Tirmidhi, 2/505, número 606, e outros, vide Irwá- Al- Galíl, número 50, Sahih Al -jãmih, 3/203.",O que dizer ao vestir-se.
43,"10-(Em nome de ALLAH) Ó ALLAH eu peço refúgio em Ti contra os génios masculinos e femininos.


-------------
(3)Narrado por Bukhári, 1/45, número 142, Musslim 1/283,Número 375, e com acréscimo  (Inicio com o nome de ALLAH), ao iniciar foi narrado por Saíd Ibn Mansúr, vide: Fath- Al- bári, 1/244.",Súplica ao entrar na retrete.
44,"11- A Ti peço perdão ó ALLAH.

(1) Narrado por Autores de Sunan excepto o Nassái narrou no livro As práticas do dia e de noite, número 79, Abú Dáwud, número 30, Tirmidhi, número 7,Ibn Májah número 300, classificado por autêntico por Albáni no Sahih Abi Dáwud, 1/19.",Súplica ao sair da retrete
45,"12- Em nome de ALLAH inicio.

---------

(2)Abu Dáwud, Número 101, Ibn Májah, número 397, Ahmad, número 9418, vide: Irwá Al- Galíl, 1/122.",Recordação antes de ablução.
46,"13- Eu testemunho que ninguém é digno de adoração excepto ALLAH, o Único que não possui parceiro, e testemunho que Muhammad é seu servo e seu mensageiro.

---------

(3)Musslim, 1/209,número 234 .",Súplica depois doe términar com a ablução.
47,"14- Ó ALLAH, faz-me dentre os que se voltam a Ti arrependidos.E faz-me dentre aqueles que são limpos e puros.

-----------

(1)Tirmidhi, 1/78, Número 55, vide: Sahih Tirmidhi, 1/18.",Súplica depois doe términar com a ablução.
48,"15- Glorificado sejas ó ALLAH, louvado sejas, eu testemunho que ninguém é digno de adoração excepto Tú, Imploro o seu perdão e volto-me a si.
-----------
(2)Annassái no livro as práticas do dia e noite, página 173, vide: Irwá Al-Galil, 1/135 e 3/94.",Súplica depois doe términar com a ablução.
49,"16-Inicio em nome de ALLAH, confio em ALLAH, não há mudança e nem força excepto com ALLAH.

----------
(3)Abu Dáwud, 4/325, número 5095, Tirmidhi, 5/490, número 3426, vide:Sahih Tirmidhi 3/151.",Recordação ao sair de casa.
50,"17- Ó ALLAH!Eu peço refúgio em ti para que não me extrevie, ou que me extraviem, de cometer erros ou de ser levado a cometê-los, de oprimir ou de ser oprimido, de ser ignorante ou de ser tratado com ignorância.

----------

(1) Autores do Sunan: Abú Dáwud, número 5094, Tirmidhi, número 3427, Annasái, número 5501,Ibn Májah, número 3884,vide:Sahih Tirmidhi 3/152, Sahih Ibn Májah 2/336.",Recordação ao sair de casa.
51,"18-Em nome de ALLAH entramos e em nome de ALLAH saimos, e em nosso Senhor confiamos.

------------
(2)Narrado por Abú Dáwud, 4/325,5096,E foi classificado como bom pelo Sábio Ibn Bázz no livro Tuhfah Al- Akyár, página 28.",Recordação ao entrar em casa.
52,"19- Ó ALLAH coloque em meu coração brilho,  e em minha língua brilho, e em meus ouvidos brilho, e em meus olhos brilho, e por cima de mim brilho, e por baixo de mim brilho, e do meu lado direito brilho, e do meu lado esquerdo brilho, e na minha frente brilho, e na minha traz brilho, e em meu espírito brilho.
----------
(1)Vide todas estas palavras no Bukhari, 11/116, número 6316, Musslim, 526 e 529 e 530, número 763.",Súplica ao ir ao Massjid.
53,"20-(Inicia como o seu pé direito) e dizia:(Eu peço refúgio em ALLAH, o poderosíssimo, em sua nobre face, em sua autoridade eterna, contra o Satanás malvado.
(EM nome de ALLAH e paz e bênçãos estejam sobre o mensageiro de ALLAH)
( Ó ALLAH abra para mim as portas da sua misericórdia)",Prece ao entrar no Massjid.
54,"21-(Inicia com o seu pé esquerdo) e diz:( Saio em nome de ALLAH e a paz e bênçãos estejam sobre o Mensageiro de ALLAH, Ó ALLAH, Eu imploro por suas dádivas,  Ó ALLAH proteja-me contra o Satanás amaldiçoado.

----------
(5) Al- Hákim, 1/218, Baihaki, 2/442, classificado como autêntico por Albâni, número 5/624,número 2478.",Súplica ao sair do Massjid.
55,"22-Diz o mesmo que o Muadhin diz, excepto no dito:( Venha para a oração, venha para o sucesso), diz-se (Não há mudança e nem força excepto com ALLAH.

----------

(1) Bukhari, 1/152, número 611 e 613, e Musslim 1/ 288, número 383.",Súplica de Chamamento para orações.
56,"23-Diz-se: Eu testemunho que ninguém é digno de adoração excepto ALLAH, O único, Não tem nenhum parceiro, e testemunho que Muhammad é o seu servo e Mensageiro, estou satisfeito em ter ALLAH como senhor, E Muhammad como mensageiro, e o Isslam como Religião.

-----------
(2)Musslim, 1/290,número 386.
(1)Ibn Khuzaimah,1/220.",Súplica de Chamamento para orações.
57,"24-Deve enviar saudações para o profeta(que a paz esteja sobre ele), após terminar de responder o Muadhin.

---------
(2)Musslim, 1/288,número 384.",Súplica de Chamamento para orações.
58,"25-Diz-se: Ó ALLAH, Senhor deste chamado perfeito, e desta oração que  está para ser realizada, conceda ao Muhammad Al- Wasílah(um lugar no paraíso) e Al-Fadílah(um grau elevado), e o coloque na posição louvada aquela que o Senhor prometeu-lhe, por certo o certo o Senhor não quebra as promessas.

-----------
(3)Bukhari, 1/152,número 614.",Súplica de Chamamento para orações.
59,"26- (É recomendável), Orar para si mesmo entre o Adhan e Ikámah, pois, as preces são aceites em estes momentos.

(1)Tirmidhi, número 3594 e 3595, Abú Dáwu, número 525, Ahmad número 12200, vide: Irwá Al-Galil, 1/262.",Súplica de Chamamento para orações.
60,"27-Ó ALLAH! Distancia-me de meus pecados, assim como distanciaste o nascente do poente.Ó ALLAH purifica-me de meus pecados como a roupa branca é purificada da sujidade. Ó ALLAH! Lava-me de meus pecados com a neve, a água e o granizo.

----------
(2)Bukhari, 1/181,número 744,Musslim 1/419,número 598.",Súplica para recitar logo após que iniciar a oração.
61,"28- Glorificado sejas, Ó ALLAH! Todos louvores são para Ti, Abençoado seja  teu nome, E altíssimo é o seu poder, e ninguém é digno de adoração excepto Tú.

----------

(3)Musslim,número 399.",Súplica para recitar logo após que iniciar a oração.
62,"29- Eu dirijo minha face para aquele que criou os céus e a terra perfeitamente, e não faço parte dos idólatras. Na verdade minha oração, devoção, vida e morte pertencem á ALLAH, o criador dos mundos, não há parceiros junto á ELE, e a isto foi ordenado, e feço parte dos Muçulmanos. Ó ALLAH! Tu és o soberano, ninguém é digno de adoração excepto Tu. Tu és meu Senhor e eu sou seu servo. Oprime-me , e reconheço o meu pecado. Perdoa todos os meus pecados, pois, não há outro além de ti que perdoa os pecados.  Guia-me para as melhores  condutas. Pois, mais ninguém além de ti é capaz de guiar a elas. E me livra das más condutas, pois, mais ninguém além de ti pode-me livras delas. Eis me aqui presente e feliz (como seu servo). Todo o bem está em tuas mãos. O mal não é te atribuido.Eu sou seu e dedicado a si. Abençoado e altíssimo és Tu. Eu imploro por teu perdão e volto-me á Ti.

-----------

(1)Musslim, 1/534, número 771.",Súplica para recitar logo após que iniciar a oração.
63,"30- Ó ALLAH! Senhor do Jibraíl, Míkáíl e Issráfíl. Criador dos céus e da terra, conhecedor do visível e o invisível, Tú julgarás entre seus servos a respeito de tudo quanto divergíram, guia-me com a sua permissão  para aquela verdade a respeito da qual as pessoas divergíram, por certo Tú guias a quem quer para o caminho certo.

---------

(1) Narrado por Musslim, 1/534, número 770.",Súplica para recitar logo após que iniciar a oração.
64,"31- ALLAH é maior dos maiores! ALLAH é maior dos maiores! ALLAH é maior dos maiores! Todos os louvores são para ALLAH! Todos os louvores são para ALLAH! Todos os louvores são para ALLAH! Glorificado sejas durante á manhã e atarde.

-----------
(2)Narrado por Abú Dáwud, 1/203, número 764, Ibn Májah,1/265, número 807.",Súplica para recitar logo após que iniciar a oração.
65,"32- Ó ALLAH! Todos louvores são para Tí, Tu és o brilho dos céus e da terra e de tudo quanto neles contem. E todos louvores são para Ti. Tu és o suportador dos céus e da terra e tudo quanto neles contem. Todos louvores são para ALLAH! Tu és o Senhor dos céus e da terra e de tudo quanto neles contem. Todos louvores são para ALLAH! O dono dos céus e da terra e de tudo quanto neles contem. Todos louvores são para Ti! Tu és verdadeiro e a sua promessa é verdadeira, os seus ditos são verdadeiros, e o seu encontro é verdadeiro, e o seu paraíso é verdadeiro,  e o seu inferno é verdadeiro,  e os seus profetas são verdadeiros,  e Muhammad,  que a paz esteja sobre Ele, é verdadeiro, e o dia do juizo final é verdadeiro.  Ó ALLAH! A ti me submeto, e em  Ti confio, e em Ti creio, a para Ti volto arrependido. Para ti reemprendo-me, e sobre Ti eu disputo,e em ti procuro o julgamento, perdoa todos os meus pecados precedentes e antecedentes, visível  e invisível, e tudo quanto bem melhor você sabe, Não há mudança e nem força excepto contigo.

-----------

(1) Al- Bukhári com Al- Fath, 3/3.",Súplica para recitar logo após que iniciar a oração.
66,"33- Quão perfeito és Tu, Meu Senhor, o poderosíssimo. Três vezes.

------------
(2) Narrado por Autores do Sunan, Ahmad, Abú Dáwud, Número 870, Tirmidhi, Número 262, Annassaí, número 1007, Ibn Májah, número 897, Ahmad, número 3514, vide: Sahih Tirmidhi, 1/83.",Súplica durante o inclino (Rukú) na oração.
67,"34- Quão perfeito és Tu. Ó ALLAH! nosso Senhor, todos os louvores são para Ti, Ó ALLAH!perdoa-me.

(1) Bukhari, 1/99, número 794, Musslim, 1/350, número 484.",Súplica durante o inclino (Rukú) na oração.
68,"35- Ó livre de imperfeições! Sagrado, Senhor dos anjos e do Gabriel.

----------
(2)Musslim,1/353, número 487, Abu Dáwud, 1/230, número 872.",Súplica durante o inclino (Rukú) na oração.
69,"36- Ó ALLAH! Para ti me genuflexo, e em Ti creio, e a Ti submeto-me, submetem-se a Ti os meus ouvidos, olhos, juizo, ossos, veias.

----------

(3) Musslim, 1/534, número 771.",Súplica durante o inclino (Rukú) na oração.
70,"37- Quão perfeito é o possuidor do poder total , da soberania, da grandeza, da magnificência.

----------
(1)Abu Dáwud, 1/280, número 873, Annassái número 1131, Ahmad, número 23980, a sua cadeira narrativa é boa.",Súplica durante o inclino (Rukú) na oração.
71,"38- ALLAH ouve quem o louva.

-------
(2)Bukhari com Al- Fath, 2/282, número 796.",Súplica ao levantar-se do inclino.
72,"39- Nosso Senhor! Todos louvores são para Ti! Louvores abundantes, excelentes e benditos.
---------
Bukhari com Al-Fath, 2/284,número 796.",Súplica ao levantar-se do inclino.
73,"40- Louvores equivalentes ao espaço existente na terra e ceu e entre os dois, e todos louvores que desejas, possuidor do louvor e da majestade, a mais pura palavra que o servo diz, e todos nós somos os seus servos,  Ó ALLAH!ninguém pode privar quando dás,  e ninguém pode dar quando privas, e ninguém pode-se beneficiar com os seus meros esforços sem a sua permissão.

--------
(1)Musslim, 1/346, número 477",Súplica ao levantar-se do inclino.
74,"41- Quão perfeito é o meu Senhor, o Altíssimo. 

------

(2)Narrado por Autores do Sunan, Abu Dáwud, número 870",Súplica durante a prostração (Sujúd).
75,"42- Quão perfeito És! Ó ALLAH! Nosso Senhor! Todos os louvores são para Ti, Ó ALLAH perdoa-me.

-------
(3 ) Bukhari, número 794, Musslim, número 484.",Súplica durante a prostração (Sujúd).
76,"43- Quanta perfeição, Sagrado, Senhor dos Anjos e do Gabriel. 

----------
(4) Musslim, 1/533, número 487.",Súplica durante a prostração (Sujúd).
77,"44- Ó ALLAH! Para ti me prosto! E em Ti creio! E a Ti submeto-me! A minha face prostra-se para aquele que a criou e a aperfeiçoa! E lhe concedeu  audição  e visão, bendito sejas ó melhor dos criadores. 

---------
(1)Musslim,1/534, número 771",Súplica durante a prostração (Sujúd).
78,"45- Quão perfeito é aquele possuidor do total poder, soberania, grandeza, magnificência.

---------
(2)Abu Dáwud, 1/230 número 873",Súplica durante a prostração (Sujúd).
79,"46- Ó ALLAH perdoa todos os meus pecados, ínfimos e grandes, anteriores e precedentes, visíveis e invisíveis.

--------
(3)Musslim, 1/230,número 483",Súplica durante a prostração (Sujúd).
80,"47- Ó ALLAH eu protejo-me através da sua satisfação contra a sua fúria, com teu perdão contra o seu castigo, e protejo-me em ti de ti, sou incapaz de te louvar da forma como te elogiaste(mereces)

---------

(1)Musslim, 1/352, número 486.",Súplica durante a prostração (Sujúd).
81,"48- Ó meu Senhor perdoa -me

--------
(2) Abu Dáwud, 1/231 número 874",Súplica durante a sentada entre as duas prostrações.
82,"49- Ó ALLAH perdoa-me, tenha misericórdia de mim, guia-me, suporta-me, dá -me a boa saude, sustenta-me e eleva-me.

--------

(3)Narrado por Autores do Sunan excepto o Annassai. Abu Dáwud, 1/231 número 850",Súplica durante a sentada entre as duas prostrações.
83,"50- A minha face prosta-se para  aquele que a criou, a concedeu através da sua força e poder ouvidos e visão .

(1)Tirmidhi, 2/474 número 3425.",Súplica durante a prostração.
84,"51- Ó ALLAH escreva para mim através dela uma recompensa , perdoa através dela um pecado meu, e faz dela uma reserva para mim perante Tu, e a aceita de mim do mesmo modo que aceitaste do seu servo David.

--------

(2) Tirmidhi, 2/473, número 579.",Súplica durante a prostração.
85,"52- todas as perfeições, actos de adoração e excelência pertencem  a Ti . Paz, misericórdia  e bênçãos de ALLAH para ti ó Mensageiro , paz para nós e para os servos piedosos. Eu testemunho que ninguém é digno de adoração excepto ALLAH e que Muhammad é o seu servo e mensageiro.

-------

(1) Al- Bukhari com Al- fath, 2/311 número 831.",Súplica após terminar com o Attashahhud.
