id,thikr,at
13,"{allaahumma aslamtu nafsii ilayka, wa fawadtu amrii ilayka, wa wajahtu wajhii ilayka wa aljatu dahrii ilayka raq-batan wa rahbatan  ilayka laa malja wa-laa manjaa minka illaa ilayka, aamantu bikitaabika alladii anzalta wa birasuulika alladii arsalta}.<  allow anigu naftayda ayaan kuu 
dhiibay, arinkaygana adaan kuu tiiriyey, wajigaygana waan ku soo qaabilsiiyay, dhabarkaygana xagaagaan u magan galiya, jecayl(doonid), iyo cabsi darteed, majiraan meel lagu gabado ama lagu magan galo, iyo meel lagu badbaado, adiga xagaaga mooyaane, waxaan rumeeyey kitaabkaaga aad soo dajiyey, iyo nabigaaga aad soo dirtay».",Ducooyinka hurdada
14,lama qorin,Ducooyinka subaxdii iyo galabtii
15,lama qorin,Ducooyinka subaxdii iyo galabtii
16,"{asbaxnaa wa asbaxal mulku lillaah, walxamdu lillaah laa ilaaha illallaahu waxdahu laa shariika lahu, lahulmulku wa lahul xamdu wa huwa calaa kulli shay-in qadiir,rabbi as-aluka khayra maa fii  haadalyowm, wa khayra maa bacdahu, wa acuudu bika min sharri maa fii haadal yowm wa sharri maa bacdahu, rabbi 
(acuudu bika minal kasali, wa suuil-kibari, rabbi acuudu bika min caddabin finnaar wa cadaabin fil-qabri}“waan waabariisanay, boqornimaduna wey waabariisatay  iyadoo usugan ilaahay, mahad ilaahay ayaa leh, ilaah xaq lagu caabudaana majiro ilaahay mooyee kaligii, cid wax lawadaagtana malaha, wuxuu leeyahaya boqornimada, wuxuuna leeyahayna mahadda, shay kastana wuu karaa, rabbiyow waxaan ku weydiisanayaa (inaad i siiso) khayrka maalintan iyo khayrka kadambeeya, waxaan kaa magangalayaa sharka maalintan iyo sharka kadambeeya, rabbiyow waxaan kaa magangalayaa caajiska, waxaana kaa magan galayaa gabow-xumi, rabbiyow waxaan kaa magan galayaa cadaab naarta (dhexdeeda ah iyo cadaab qabriga dhexdiisa ah",Ducooyinka subaxdii iyo galabtii
17,"{allaahumma bika asbaxnaa  wa bika amsaynaa wabika naxyaa wabika namuutu wa ilaykannushuur}“allow sababtaada ayaan ku waabariisanay, sababtaadaana ku galabaysanay, sababtaadaana ku noolnahay sababtaadaana ku dhimanaynaa, xagaaguuna ahaaday soobixitaanku",Ducooyinka subaxdii iyo galabtii
18,"{allahumma anta rabbii laa ilaaha 
(illaa anta khalaqtanii wa anaa cabduka wa anaa calaa cahdika wa wacdika mastadactu,acuudu bika min sharri maa sanactu wa abuu>u laka binicmatika calayya wa abuu>u bidambii faqfirlii fa innahu laa yaqfiruddunuuba illaa anta} «allow adigu waxaa tahay rabbigay, ilaah majiro adiga mooyee, adigaa i abuuray, aniguna waxaan ahay adoonkaaga, waxaana ku suganahay balankaagii iyo yaboohaagii intaan awooday, waxaan kaa magangalayaa sharka aan sameeyay,waan kuu qirayaa nicmada aad ii nicmaysay,waana qirayaa danbigayga,ee ii dambi dhaaf, ma dhaafo dambiyada adiga mooyee».ducadan waa duco aad u weyn, qofka yiraahdana isagoo yaqiinsan kadibna dhinta isla habeenkiisaas, janno unbuu 
(horay ka gali.",Ducooyinka subaxdii iyo galabtii
19,"{allahumma innii asbaxtu ush-hiduka wa ush-hidu xamalata carshika wa ma-laa-ikatika wa jamiica khalqika annaka antallaahu laa ilaaha illaa anta waxdaka laa shariika laka, wa anna muxammadan cabduka wa rasuuluka}   (afar jeer) marka aad galabaysatid ku badal erayga (allahumma innii asbaxtu) erayga (allahumma innii amsaytu)“allow aniga waagaa iibaryey anigoo ku marag galinaya, makhraatigalinayana  xambaarayaasha carshigaaga, iyo malaa-igtaada iyo  dhamaan uunkaaga  inaad tahay adigu ilaahay.  ilaah majiro 
(adiga mooyee kaligaa, malihid wadaage, nabi muxammadna waa adoonkaagii iyo ergaygaagii (qofkii dhaha afar jeer subaxdii iyo galabkiiba ilaahay wuxuu ka xorayn naarta).",Ducooyinka subaxdii iyo galabtii
20,"{allahumma maa asbaxa bii min nicmatin aw bi axadin min khalqika fam-inka waxdaka laa shariika laka, falaka alxamdu walakal-shukru}.Waxaad ku badashaa galabtii areyga allahumma maa asbaxa areygan:(allahumma maa amsaa} qofka dhaha ducadan subaxdii wuu gudtay maalintiisaas mahadnaqa rabigiis, qofkii yiraahdana galabkii isaguna wuu gudtay 
(mahadnaqa rabbigiis habeenkiisaas.“allow waxa aan ku waabariistay oo nimco ah, ama uu ku waa bariistay qof kale oo uunkaaga kamid ah, adiga xagaaga  ayuu  kasugnaaday kaligaa, cid wax kula wadaagtana ma lihid, allow waxaa kuu sugnaaday mahad iyo shukri.",Ducooyinka subaxdii iyo galabtii
21,"{allahumma caafinii fii badanii al-lahumma caafinii fii samcii allahumma caafinii fii basarii laa ilaaha illaa anta allahumma innii acuudu bika minal kufri wal faqri wa acuudu bika min cadaabin fil-qabri laa ilaaha illaa anta} waxaa la dhahaa seddex jeer.
.",Ducooyinka subaxdii iyo galabtii
22,"{xasbiyallaahu laa ilaaha illaa huwa calayhi tawakaltu wa huwa rabbulcarshil-cadiim} todoba jeer, Qofka dhaha totoba jeer ducadan,subaxdii iyo galabkii, ilaahay ayaa ka kaafinaya wax kasta oo murugo galiya aduun iyo aakharaba.“waxaa igu filan ilaahay, ilaah majiro xaq lagu caabudo isaga mooyee, isagaana 
tala saartay, isaguna waa rabbiga carshiga weyn}.",Ducooyinka subaxdii iyo galabtii
23,"{allaahumma innii as-alukalcafwa walcaafiyata fiddunyaa wal-aakhirati, allaahumma innii as-aluka alcafwa wal-caafiyata fii diinii wa dunyaaya wa ahlii wa maalii, allaahumma-stur cawraatii wa aamin rawcaatii allaahummaxfadnii min bayni yadayya wa min khalfii wa can yamiinii wa can shimaalii wa min fawqii, wa acuudu bicadamatika an uqtaala min taxtii}
“allow waxaan ku weydiisanayaa cafis, iyo caafimaadqab, aakhiro iyo aduunba, allow waxaan ku weydiisanayaa cafis iyo caafimaad diintayda dhexdeeda iyo aduuyadayda iyo ehelkayga iyo maalkaygaba, allow astur cawrooyinkayga,   cabsiyadaydana iigu amaan, allow iga ilaali hortayda iyo gadaashayda iyo midigtayda iyo bidixdayda, iyo korkayga, allow weynaantaada ayaan u magan galayaa in hoostaydana la iga shirqoolo.",Ducooyinka subaxdii iyo galabtii
24,"{allaahumma caalimal qaybi washshahaadati,faadirassamaawaati wal ardi 
(rabba kulli shay-in wa maliikah, ash-hadu an laa ilaaha ilaa anta ,acuudu bika min sharri nafsii, wa min sharri shaydaani wa shirkihi, wa an aqtarifa calaa nafsii suuan aw ajurrahu ilaa muslimin}.“allow allihii waxa maqan iyo waxa joogaba(la arko) ogaayow, cirka iyo dhulkana rabbigii abuurayow, rabbigii shaykasta lahaayow, waxaan qirayaa in uusan jirin ilaah xaq lagu caabudo adiga mooyee, waxaan kaaga magan galayaa sharka naftayda, iyo sharka shaydaanka iyo shirkigiisa ama dabinkiisa, waxaan kaloo kaa magan galayaa in aan naftayda xumaan u soo jiido, ama qof muslin ah u soo jiido xumaan.",Ducooyinka subaxdii iyo galabtii
25,"{bissmilaahilladii laa yadurru maca ismihi shay-un fil ardi walaa fissamaai, wa huwassamiicul caliim}qofkii yiraah-da saddex jeer subaxdii iyo galabkii ducadan wax dhiba ma arkayo..“magaca ilaahay ayaan ku billaabayaa, magacaasoo uusan dhibin lajirkiisa  wax ku sugan dhulka iyo cirka, allena waa maqal badane cilmi badane ah.",Ducooyinka subaxdii iyo galabtii
26,"{radiitu billaahi rabbaa wa bil islaami diinaa wa bi muxammadin nabiyyan wa rasuulaa}qofkii yiraahda saddex mar subaxdii, saddex marna galabkii, waxaa balan ah in ilaahay raali galiyo maalinta qiyaamaha. “waxaan raali uga ahay ilaahay rabbinimo, islaamkana diinimo, 
muxammadna s.c.w nabinimo.",Ducooyinka subaxdii iyo galabtii
27,"{yaa xayyu yaa qayyuumu biraxma-tika astaqiithu, aslix lii sha-nii kullahu, wa laa takilnii ilaa nafsii darfata  caynin}.“allihii noolaayow, allihii qayyuumka ahaayow(allihii qabanayay dhamaan arimaha koonka), naxariistaada darteeda ayaan gurmad ku dalbayaa,wanaaji arinkayga dhamaantiis, hana igu dhawrin naftayda ilbiriqsi.",Ducooyinka subaxdii iyo galabtii
28,"{asbaxnaa wa asbaxal mulku lillaahi rabbil caalamiina, allaahumma innii as-
aluka khayra haadal yawm, fatxahu, wa nasrahu, wa barakatahu, wa nuurahu, wa hudaahu wa acuudu bika min sharri maa fiihi wa sharri maa bacdahu}“waan waa bariisanay, boqornimaduna wey waa bariisatay iyadoo u usugan ilaahaygii caalamiinta rabigooda ahaa, allow waxaan ku weydiisanayaa khayrka maalintan,fatxigeeda( furashadeeda), iyo gargaarkeeda, iyo nuurkeeda iyo barakadeeda iyo hanuunkeeda, waxaana kaa magan galayaa sharka ku sugan dhexdeeda iyo sharka ka dambeeyaba.",Ducooyinka subaxdii iyo galabtii
29,"{asbaxnaa calaa fidratil islaami, wa calaa kalimatil ikhlaasi wa calaa diini nabiyinaa muxamadin s.c.w wa calaa millati abiinaa ibraahiima xaniifan musli-man wa maa kaana minal-mushrikiin}.  “waxaan ku waa bariisanay fidrada(diinta) islaamka, iyo kalmada runta ah, iyo diinta nabigeena muxammad s.c.w iyo diinta aabaheen ibraahiim ee ahaa mid ka iishay diimaha(gaalada) oo dhan, muslimna ahaa, kamana mid ahayn mushrikiinta(gaalada).",Ducooyinka subaxdii iyo galabtii
30,"{subxaanallaahi wa bixamdihi}Qofkii dhaha boqol mar subaxdii iyo galabkii, ma imaanayo nin ka fadli badan maalinta qiyaamo, nin intiisa oo kale ama ka badiyay mooyee.“ilaahaybaa xumaan ka hufan, mahadna leh.",Ducooyinka subaxdii iyo galabtii
31,"{laa ilaaha illallaahu waxdahu laa shariika lahu, lahul mulku wa lahul xamdu wa huwa calaa kulli shay-in qadiir} (toban mar) ama (hal mar) markaad daalantahay..",Ducooyinka subaxdii iyo galabtii
32,"{laa ilaaha illallaahu waxdahu laa shariika lahu, lahul mulku wa lahul xamdu wa huwa calaa kulli shay-in qadiir} (boqol jeer markuu waagu u baryo)..",Ducooyinka subaxdii iyo galabtii
33,"{subxaanallaahi wa bixamdihi, ca-dada khalqihi wa ridaa nafsihi, wa zinata carshihi wa midaada kalimaatihi}(Saddex jeer marka uu waagu u baryo).“waxaa xumaan ka hufan oo mahad leh ilaahay, inta aytahay tirada uunkiisa, iyo raalinimada naftiisa, iyo miisaanka(culayska) carshigiisa, iyo anqaasta ama khadka erayadiisa.",Ducooyinka subaxdii iyo galabtii
34,"{allaahumma innii as-aluka cilman 
naafican, wa risqan dayiban, wa camalan mutaqabbalan, } “allow waxaan ku weydiisanayaa cilmi wax anfaca, iyo irsiq wanaagsan oo xalaal ah, iyo camal suuban oo la aqbalo, (waxaa la dhahaa subaxdii).",Ducooyinka subaxdii iyo galabtii
35,"{astaqfirullaaha wa atuubu ilayhi} “ilaahay ayaan dambi dhaaf weydiisanayaa ,una toobad keenayaa (boqol jeer maalinta dhexdeeda).",Ducooyinka subaxdii iyo galabtii
36,"{acuudu bi kalimaatillaahittaamaati, min sharri maa khalaqa}(saddex mar markii uu galabaysto) “ waxaan uga magan galayaa kalmadaha ilaahay ee dhamayska tiran sharka waxa uu uumay.",Ducooyinka subaxdii iyo galabtii
37,"{allahuma salli wa sallim calaa nabi-yyinaa muxammadin} (toban jeer).<> allow naxariis iyo nabadgalyo nabiga-naga muxammad korkiisa yeel>>. Waayo rasuulku s.c.w  wuxuu shee-gay  qofkii ku salliya toban jeer markii uu waagu u baryo, toban jeerna ku salliya markii uu galabaysto in shafaacadiisu(ergadiisu) gaarayso qofkaas maalinta qiyaamo}.",Ducooyinka subaxdii iyo galabtii
38,"5 -{alxamdu lillaahilladii kasaanii haadaa, {al-thawb} wa rasaqaniihi min qayri xawlin minnii walaa quwwah}
--------------
“mahad waxaa leh allihii ii xiray maradan, iguna irsaaqay  iyadoon jirin, xeelad iyo awood ka ahaatay xaggayga.",Ducada xidhashada dharka
39,"{allaahumma lakal-xamdu anta kasowtaniihi,as-aluka min khayrihi, wa khayri maa sunica lahu, wa acuudu bika min sharrihi,wa sharri maa sunica lahu}.« allow mahad baa kuu sugnaatay, adigaa ii xiray (maradan) , waxaan ku waydiisanayaa khayrkeeda iyo khayrka loo sameeyay, waxaana kaa magan-galayaa sharkeeda iyo sharka loo sameeyay.",Ducada xirashada dharka
40,"{tublii wa yukhlifullaahu tacaalaa} 
 “waad dhammaynaysaa, ilaahayna badalkiisa ayuu keeni.",Ducada xirashada dharka cusub
41,"{ilbas jadiidan, wa cish xamiidan, wa mut shahiidan}
“xiro wax cusub, noolowna adigoo lagu mahadinayo, dhimana adigoo shahiid ah.",Ducada xirashada dharka cusub
42,"{bismillaah} “magaca ilaahay {ayaan 
ku siibayaa}.",Waxa uu dhahayo qofku marka uu iska dhigayo dharka
43,"{bismillaah allaahumma innii acuudu 
bika minal khubthi wal-khabaaith}
“magaca ilaahay,ayaan ku galayaa, allow 
waxaan kaa magan galayaa shaydaanka 
kiisa lab iyo kiisa dhadigba.
7. Ducada ka soo bixidda musqusha",Ducada galida musqusha (suuliga)
44,"{ qufraanaka} “allow dambi 
dhaafkaaga ayaan ku waydiisanayaa.",Ducada ka soo bixidda musqusha
45,"{bismillaah} “magaca ilaahay ayaan 
ku bilaabayaa.",Ducada waysada kahor
46,"{ash-hadu an laa ilaaha illalaahu, 
waxdahu laa shariika lahu, wa ash-hadu 
anna muxamadan cabduhu wa rasuuluhu …}
“waxaan qirayaa inuusan jirin ilaah xaq 
lagu caabudo ilaahay mooyee, cid wax 
la wadaagtana majirto, waxaan qirayaa 
oo kale in nabi muxammad s.c.w yahay 
adoonkiisa iyo ergaygiisa. } .",Ducada marka la dhameysto waysada
47,"{ allaahummajcalnii minattawaabiina ِ)).
wajcalnii minal mutadahiriina}
<> allow iga yeel kuwa toobad keenka 
badan, igana dhig kuwa isdaahiriya",Ducada marka la dhameysto waysada
48,"subxaanakallaahumma wa bixam-dika, ash-hadu an laa ilaaha illaa anta astaqfiruka wa atuubu ilayka }.<> allow adigaa ka huffan xumaan mahadna leh, waxaan qirayaana )31(inuusan jirin ilaah xaq lagu caabudo adiga mooyee, dambi dhaaf ayaan ku weydiisanayaa waana kuu toobad keenayaa>>.",Ducada marka la dhameysto waysada
49,"{bismillaah tawakaltu calalaah, walaa 
xawla walaa quwwata illaa billaah}
“magaca ilaahay, ayaan alle ku tala 
saartay,xeelad iyo awoodna ilaahay ayey 
u sugnaadeen",Ducada marka laga baxayo guriga
50,"{allaahumma innii acuudu bika min an 
adilla aw udalla aw azilla aw uzalla aw 
adlima aw udlama aw ajhala aw yujhala calayya}.
 < allow waxaan kaa magan galayaa, 
inaan lumo ama la ilumiyo, amase aan 
simbiririxoodo ama la simbiririxiyo, ama 
aan wax dulmiyo ama la i dulmiyo ama 
aan qaldamo ama la igu qaldamo",Ducada marka laga baxayo guriga
51,"{bismillaahi walajnaa wa bismillaahi kharajnaa wa calaa rabbinaa tawakal-naa}“magaca ilaahay ayaan ku galnay, magaca ilaahayna waan ku baxnay rabiganagana waan tala saaranay, kadib wuxuu salaami reerkiisa>>",Ducada marka guriga la galayo
52,"{allow ka yeel qalbigayga nuur, carabkaygana nuur,maqalkaygana nuur, aragaygana nuur, korkaygana nuur, hoostaydana nuur, midigtaydana nuur, bidixdaydana nuur,hortaydana nuur, gadaashaydana nuur, naftaydana allow ka yeel nuur, iina waynee nuur, iina yeel nuur, igana dhig nuur, allowna i sii nuur, kana yeel xididadayda nuur,hilibkaygana  )34(nuur , dhiigaygana nuur, timahaygana nuur, jidhkaygana nuur}allow ka yeel qabrigaygana nuur... ka yeelna lafahayga nuur)) (( iina siyaadi(iina kordhi) nuur iina siyaadi(iina kordhi) nuur iina siyaadi(iina kordhi) nuur )) (( iina hibee nuur nuur saaran )) .",Ducada tagidda masjidka
53,"( acuudu billaahi al-cadiimi, wa biwajhihi al-kariimi , wa bisuldaanihi al-qadiimi , mina shaydaanirrajiimi ) {bismillaah, wassalaatu wassalaamu calaa rasuulillaah, allaahumma iftax lii abwaaba raxmatika}<> waxaan uga magan galayaa )35(ilaahayga weyn, wajigiisa wanaagsan, iyo awoodiisa horaysay shaydaanka la fogeeyay >.“magaca ilaahay ayaan ku galayaa, naxariis iyo nabad galyana ha ahaato rasuulkii ilaahay korkiisa, allow ii fur albaabada naxariistaada.",Ducada galidda masjidka
54,"{ bismillaah, wassalaatu wassalaamu calaa rasuulillaah, allaahumma innii as-aluka min fadlika, allaahumma icsimnii minashaydaanirrajiim}“magaca ilaahay ayaan ku baxayaa, naxariis iyo nabad galyana ha ahaato rasuulkii ilaahay korkiisa, allow waxaan ku waydiisanayaa fadligaaga allow iga  )36(ilaali shaydaanka la fogeeyay.",Ducada ka soo bixidda masjidka
55,"Wuxuu dhahayaa sida uu dhahayo mu-adinku, laakiinse marka uu soo gaaro mu-adinku(xayya calassalaati xayya calal-falaax oo ka dhigan u kaalaya salaada u kaalaya liibaanta)  wuxuu dha-hayaa (laa xawla walaa quwwata illaa billaah oo kadigan: majiraan xeelad iyo awood ta ilaahay lagu helo mooyee).",Adkaarta Aaddaanka
56,"(( wa anaa ash-hadu an laa ilaaha illalaahu waxdahu, laa shariika lahuu,)37(wa anna muxammadan cabduhu wa rasuuluhu, radiitu billaahi rabbaa, wa bi-muxammadin rasuulaa, wa bil-islaami diinaa )) .  (( Aniguna waxaan qirayaa in ilaah jirin xaq lagu caabudo ilaahay mooyee,kaligii, cid wax la wadaagtana  majirto,  waxaan kaloon qirayaa in nabi muxammad yahay adoonkiisa iyo ergaygiisa, raali waxaan ku ahay rabbinimada ilaahay, iyo rasuulnimada nabi muxammad, iyo  islaamkana diin ahaan )). (( wuxuu dhahayaa hadalkaas, ashahaadada mu-adinka kadib)) .",Adkaarta Aaddaanka
57,((wuxuu ku saliyayaa nabiga s.c.w Marka uu bogo u jawaabida ama kadaba dhihidda mu-adinka)).,Adkaarta Aaddaanka
58,"25- (( wuxuu dhahayaa adinka marka uu dhamaado:{allaahumma rabbi hadihi al-dacwati attaamah wassalaati al-qaaimati aati muxammadan al-wasiilatah, wa fadi-ilah wab cath-hu allaahumma maqaaman maxmuudanilladii wacadtahu innaka laa tukhliful miicaad )) . “allow rabbigii dacwadan dhamayska tiran lahaayow, iyo salaada oogan lahaayow, sii muxammad (s.c.w) wasiilada( oo ah darajo jannada ka mid ah)  iyo darajo dadka dheer, soo saarna maalinta qiyaamada isagoo taagan meel lamahadiyay, kaasood u ballan qaaday, adiguna allow ma  goysid ballanka.",Adkaarta Aaddaanka
59,"‘’ wuxuu ducaysanayaa adinka iyo aqinka dhexdooda, ducada waqtigaasna lama celiyo.",Adkaarta Aaddaanka
60,"(( allaahumma baacid  baynii wa bayna khadaayaaya kamaa baacaddta baynal mashriq wal-maqrib, allaahumma iqsilnii min khadaayaaya bil-thalji wal-maa-I, wal-baradi )) .<> allow kala fogee dhexdayda iyo dhexda gafafkayga, sida aad ukala)40(fogaysay qorrax kasoo baxa iyo qorrax u dhicidda , allow iga daahiri (sifee) gafafkayga sida  looga sifeeyo marada cad wasakhda, allow igaga dhaq dambiyadayda baraf,   biyo, iyo qabow <>.",Ducooyinka furfurashada (salaada)
61,"{subxaanakallaahumma wa bixam-dika, wa tabaarakasmuka, wa tacaalaa jadduka, walaa ilaaha qayruka )).((allow adigaa ka huffan xumaan, mahadna leh,   magacaaguna wuu barakoobay, sharaftaaduna (awoodaada) kor ayey ahaatay, mana jiro ilaah aan adiga ahayn )).",Ducooyinka furfurashada (salaada)
62,"(( wajahtu wajhiya lilladii fadaras-samaawaati wal-arda xaniifan, wamaa ana minal-mushrikiina, innasalaatii wa nusukii wa maxyaaya wa mamaatii lillaahi rabbil caalamiina, laa shariika lahu wa bidaalika umirtu wa ana minal muslimiina. Allaahumma anta al-ma-liku laa ilaaha illaa anta, anta rabbii wa 
)42(ana cabduka, dalamtu nafsii wactaraftu bidambii faqfirlii dunuubii jamiican innahu laa yaqfirudunuuba illaa anta. Wahdinii li axsanil-akhlaaqi la yahdii li axsanihaa illaa anta,wasrif cannii sayyi-ahaa laa yasrifu cannii sayyi-ahaa illaa anta, lab-bayka wa sacdayka, wal-khayru kulluhu biyadayka, washsharru laysa ilayka, ana bika wa ilayka, tabaarakta wa tacaalayta, astaqfiruka wa atuubu ilayka )) . >",Ducooyinka furfurashada (salaada)
63,"(allahumma rabba jibraa-iila wa miika-iila, wa israafiila, faadirassamaawaati wal-ardi, caalimal qaybi washshahaadati, anta taxkumu beyna cibaadika fiimaa kanuu yakhtalifuun ihdinii limaa ikhtulifa fiihi minal xaqqi bi-idnika innaka tahdii man tashaa ilaa siraadin mustaqiim )) .<> allow rabbigii  (malaga) jibriil iyo miikaa-iil iyo israafiil, cirarka iyo 
)45(dhulkana abuurayow, waxa maqan iyo waxa joogaba ogaayow, adigaa kala xukumaya adoomahaaga dhexdooda waxa ay isku khilaafeen dhexdiisa. igu hanuuni waxa la isku khilaafay xaqqiisa  idinkaaga sababtiis, adigu (allow) waad ku hanuunisaa qofkaad doonto jidka toosan >",Ducooyinka furfurashada (salaada)
64,"(( allaahu akbar kabiiraa, allaahu akbar kabiiraa, allaahu akbar kabiiraa, wal-xamdu lillaahi kathiiraa, wal-xamdu lillaahi kathiiraa, wal-xamdu lillaahi 
)46(kathiiraa, wa subxaanallahi bukratan wa asiilaa)). Saddex jeer.(( acuudu billaahi minashaydaani: min nafkhihi, wa nafathihi, wa hamzihi))<> ilaahaybaa weyn oo weyn, ilaahaybaa weyn oo weyn, ilaahaybaa weyn oo weyn , mahad badanna ilaahaybaa leh, mahad badanna ilaahaybaa leh, mahad badanna ilaahaybaa leh, ceeb iyo xumaanna waxaa ka huffan ilaahay aroor iyo galabba)) . .",Ducooyinka furfurashada (salaada)
65,(subxaana rabbiyal cadiim) seddex mar.   <>waxaa xumaan ka hufan rabbigaygii waynaa>>,Ducooyinka furfurashada (salaada)
66,(subxaana rabbiyal cadiim) seddex mar.   <>waxaa xumaan ka hufan rabbigaygii waynaa>>,Ducooyinka rukuucda (la akhriyo)
67,"(subxaanakalaahumma wa bixam-dika, allaahumaqfir lii,)   (allow  adigaa ka huffan xumaan,rabiganagow mahadna leh, allow 
)51(ii dambi dhaaf).",Ducooyinka rukuucda (la akhriyo)
68,"subbuuxun qudduus rabbul malaai-kati warruux).<>Waxaa xumaan ka hufnaan badan, ceebla>aanna badan rabbiga malaa>igta iyo malaku jibriilba>>.",Ducooyinka rukuucda (la akhriyo)
69,"(allaahumma laka rakactu, wa bika aamantu, wa laka aslamtu, khashaca laka samcii, wa basarii, wa mukhkhii, wa cadmii, wa casabii, (wa mastaqallat bihi qadamii ).<>allow adaan kuu rukuucay, adigaana ku rumeeyay, adigaana isku kaa dhiibay , adiguuna kuu khushuucay maqalkaygu, araggaygu, maskaxdaydu,laftaydu iyo 
)52(xididkaygu iyo  waxkasta oy lugtaydu xambaarsantahay>>.",Ducooyinka rukuucda (la akhriyo)
70,"(subxaana dil jabaruuti walmalakuuti, walkibriyaai wal cadamati } “waxaa hufan (xumaan ka hufan) eebaha leh awooda, boqortinimada, kibirka iyo weynaantaba.18.Ducada ka soo toosidda rukuucda.",Ducooyinka rukuucda (la akhriyo)
71,{samicallaahu liman xamidahu} “ilaahay wuu maqlay qofkii mahadiyay.,Ducada ka soo toosidda rukuucda.
72,{rabbanaa walakal xamd xamdan kathiiran dayyiban mubaarakan fiihi}“rabbiganagow waxaa kuu sugan mahad badan oo wanaagsanoo barakaysan.,Ducada ka soo toosidda rukuucda.
73,"(mil asamaawaati, wa mil al ardi,wa mil a maa shi-ta min shay-in bacd ahla thanaai wal majdi, {axaqqu maa qaalalal-cabdu  wa kullunaa laka cabdu,{allaahumma)laa maanica li-maa acdayta, walaa mucdiya limaa manacta,walaa yanfacu dal jaddi mink-aljaddu}“allow waxaan ku mahadinayaa in dhan muga cirarka iyo dhulka, iyo waxa u dhaxeeya iyo muga waxaad doonto kadib , waxaad  tahay ehelka ammaanta iyo sharfta ,waana waxa ugu xaqsan ee uu yiraahdo adoonku, gidigano waxaan 
)54(kuu nahay adoomo, allow  lama diidi karo wixii  aad bixisso,  lamana bixin karo wixii aad diido, mana anfacayso ka deeqda lihi  deeqdiisu agtaada.",Ducada ka soo toosidda rukuucda.
74,(subxaana rabbiyal aclaa) saddex mar..,Ducada sujuuda
